"Year","Month","Rainfall","Month_num"
1975,"Apr",345,4
1975,"May",571.5,5
1975,"Jun",579.6,6
1975,"Jul",292.4,7
1975,"Aug",458.9,8
1975,"Sep",96,9
1975,"Oct",465.6,10
1975,"Nov",17.4,11
1975,"Dec",49.3,12
1976,"Jan",5.8,1
1976,"Feb",13.1,2
1976,"Mar",11.2,3
1976,"Apr",117.3,4
1976,"May",162.1,5
1976,"Jun",424.9,6
1976,"Jul",426.8,7
1976,"Aug",765.3,8
1976,"Sep",204.7,9
1976,"Oct",64.1,10
1976,"Nov",0.8,11
1976,"Dec",1.1,12
1977,"Jan",20.1,1
1977,"Feb",3.2,2
1977,"Mar",4,3
1977,"Apr",46.7,4
1977,"May",296.1,5
1977,"Jun",258.4,6
1977,"Jul",276.1,7
1977,"Aug",149.7,8
1977,"Sep",415.9,9
1977,"Oct",195.8,10
1977,"Nov",6.1,11
1977,"Dec",7.9,12
1978,"Jan",22.9,1
1978,"Feb",16.2,2
1978,"Mar",143.8,3
1978,"Apr",237,4
1978,"May",300.4,5
1978,"Jun",242.4,6
1978,"Jul",555.2,7
1978,"Aug",230.8,8
1978,"Sep",271.8,9
1978,"Oct",501.4,10
1978,"Nov",55.8,11
1978,"Dec",15.3,12
1979,"Jan",45.1,1
1979,"Feb",9.4,2
1979,"Mar",71.9,3
1979,"Apr",234.5,4
1979,"May",311.6,5
1979,"Jun",378.2,6
1979,"Jul",339.4,7
1979,"Aug",706.9,8
1979,"Sep",506.3,9
1979,"Oct",0,10
1979,"Nov",11.2,11
1979,"Dec",0.2,12
1980,"Jan",4.3,1
1980,"Feb",54.5,2
1980,"Mar",76.9,3
1980,"Apr",120.1,4
1980,"May",278.2,5
1980,"Jun",150.9,6
1980,"Jul",454.4,7
1980,"Aug",250,8
1980,"Sep",211.6,9
1980,"Oct",80.8,10
1980,"Nov",28.2,11
1980,"Dec",0.7,12
1981,"Jan",0.01,1
1981,"Feb",11.8,2
1981,"Mar",123.9,3
1981,"Apr",94.2,4
1981,"May",336.1,5
1981,"Jun",106.4,6
1981,"Jul",317.2,7
1981,"Aug",101.2,8
1981,"Sep",381.9,9
1981,"Oct",111.6,10
1981,"Nov",69.8,11
1981,"Dec",5.4,12
1982,"Jan",16,1
1982,"Feb",23.1,2
1982,"Mar",30.6,3
1982,"Apr",310,4
1982,"May",767.4,5
1982,"Jun",205.9,6
1982,"Jul",296.2,7
1982,"Aug",872,8
1982,"Sep",466.8,9
1982,"Oct",163.7,10
1982,"Nov",95.8,11
1982,"Dec",0.01,12
1983,"Jan",76.3,1
1983,"Feb",241,2
1983,"Mar",428,3
1983,"Apr",171.1,4
1983,"May",372.5,5
1983,"Jun",445.8,6
1983,"Jul",131.2,7
1983,"Aug",345.7,8
1983,"Sep",447.4,9
1983,"Oct",227.4,10
1983,"Nov",0.01,11
1983,"Dec",7.4,12
1984,"Jan",3.5,1
1984,"Feb",2.7,2
1984,"Mar",13.6,3
1984,"Apr",215,4
1984,"May",468.2,5
1984,"Jun",445.7,6
1984,"Jul",125.9,7
1984,"Aug",348.8,8
1984,"Sep",211.3,9
1984,"Oct",167.1,10
1984,"Nov",4.5,11
1984,"Dec",10.7,12
1985,"Jan",13.8,1
1985,"Feb",218.8,2
1985,"Mar",64.2,3
1985,"Apr",271.3,4
1985,"May",103.3,5
1985,"Jun",378.4,6
1985,"Jul",189.8,7
1985,"Aug",501.4,8
1985,"Sep",335.5,9
1985,"Oct",56.1,10
1985,"Nov",45.9,11
1985,"Dec",12.9,12
1986,"Jan",0.01,1
1986,"Feb",68.8,2
1986,"Mar",51.8,3
1986,"Apr",115.7,4
1986,"May",378.7,5
1986,"Jun",415.9,6
1986,"Jul",547.3,7
1986,"Aug",274.9,8
1986,"Sep",264.7,9
1986,"Oct",61.3,10
1986,"Nov",112.6,11
1986,"Dec",46.6,12
1987,"Jan",12.5,1
1987,"Feb",11.2,2
1987,"Mar",234,3
1987,"Apr",277.8,4
1987,"May",460.2,5
1987,"Jun",231.2,6
1987,"Jul",618.1,7
1987,"Aug",176.3,8
1987,"Sep",158.3,9
1987,"Oct",72.7,10
1987,"Nov",66.6,11
1987,"Dec",0.4,12
1988,"Jan",1,1
1988,"Feb",11.9,2
1988,"Mar",40.6,3
1988,"Apr",82.4,4
1988,"May",115.2,5
1988,"Jun",296.9,6
1988,"Jul",327.4,7
1988,"Aug",505.7,8
1988,"Sep",109.9,9
1988,"Oct",61.8,10
1988,"Nov",25.6,11
1988,"Dec",106.6,12
1989,"Jan",23.9,1
1989,"Feb",2.7,2
1989,"Mar",47.8,3
1989,"Apr",201.1,4
1989,"May",771.9,5
1989,"Jun",137.5,6
1989,"Jul",237.9,7
1989,"Aug",218,8
1989,"Sep",228.1,9
1989,"Oct",15.2,10
1989,"Nov",20.3,11
1989,"Dec",40.2,12
1990,"Jan",47.5,1
1990,"Feb",195.7,2
1990,"Mar",29.9,3
1990,"Apr",257.6,4
1990,"May",102.4,5
1990,"Jun",448.1,6
1990,"Jul",268,7
1990,"Aug",150.1,8
1990,"Sep",409.9,9
1990,"Oct",100.7,10
1990,"Nov",36.9,11
1990,"Dec",0.1,12
1991,"Jan",28.7,1
1991,"Feb",8.2,2
1991,"Mar",51.5,3
1991,"Apr",34.7,4
1991,"May",60.9,5
1991,"Jun",371.7,6
1991,"Jul",293.6,7
1991,"Aug",302.3,8
1991,"Sep",178.7,9
1991,"Oct",294.3,10
1991,"Nov",2.7,11
1991,"Dec",11.8,12
1992,"Jan",40,1
1992,"Feb",142.8,2
1992,"Mar",242.4,3
1992,"Apr",492.2,4
1992,"May",602.3,5
1992,"Jun",532.8,6
1992,"Jul",358.1,7
1992,"Aug",97.7,8
1992,"Sep",63.1,9
1992,"Oct",30.9,10
1992,"Nov",10.1,11
1992,"Dec",66.4,12
1993,"Jan",33.5,1
1993,"Feb",1,2
1993,"Mar",49,3
1993,"Apr",136.3,4
1993,"May",338.4,5
1993,"Jun",485.2,6
1993,"Jul",213.7,7
1993,"Aug",182.8,8
1993,"Sep",655.9,9
1993,"Oct",87.8,10
1993,"Nov",144.6,11
1993,"Dec",15.7,12
1994,"Jan",0.01,1
1994,"Feb",50.5,2
1994,"Mar",26.5,3
1994,"Apr",6,4
1994,"May",183.7,5
1994,"Jun",290.2,6
1994,"Jul",1147.2,7
1994,"Aug",597.6,8
1994,"Sep",298.9,9
1994,"Oct",2.2,10
1994,"Nov",0.2,11
1994,"Dec",122.6,12
1995,"Jan",21.1,1
1995,"Feb",33.1,2
1995,"Mar",32.4,3
1995,"Apr",76.3,4
1995,"May",20.8,5
1995,"Jun",243.9,6
1995,"Jul",668.7,7
1995,"Aug",1090.1,8
1995,"Sep",81.4,9
1995,"Oct",476.9,10
1995,"Nov",1.8,11
1995,"Dec",7.9,12
1996,"Jan",1.3,1
1996,"Feb",27.2,2
1996,"Mar",83.1,3
1996,"Apr",228.7,4
1996,"May",313.9,5
1996,"Jun",404,6
1996,"Jul",230.3,7
1996,"Aug",308.3,8
1996,"Sep",604,9
1996,"Oct",44.8,10
1996,"Nov",3.5,11
1996,"Dec",0.01,12
1997,"Jan",44.6,1
1997,"Feb",111.7,2
1997,"Mar",34.8,3
1997,"Apr",133.2,4
1997,"May",300.8,5
1997,"Jun",783.6,6
1997,"Jul",746,7
1997,"Aug",829,8
1997,"Sep",232.9,9
1997,"Oct",112.8,10
1997,"Nov",7.1,11
1997,"Dec",6.5,12
1998,"Jan",48.9,1
1998,"Feb",153.7,2
1998,"Mar",55.3,3
1998,"Apr",237.1,4
1998,"May",335.2,5
1998,"Jun",814.5,6
1998,"Jul",267.2,7
1998,"Aug",245.4,8
1998,"Sep",230.9,9
1998,"Oct",133.9,10
1998,"Nov",28.8,11
1998,"Dec",13.7,12
1999,"Jan",4.5,1
1999,"Feb",0.01,2
1999,"Mar",23.6,3
1999,"Apr",176.9,4
1999,"May",177.8,5
1999,"Jun",197.4,6
1999,"Jul",203.8,7
1999,"Aug",892,8
1999,"Sep",365.7,9
1999,"Oct",38.8,10
1999,"Nov",15.7,11
1999,"Dec",32.9,12
2000,"Jan",70.3,1
2000,"Feb",27.6,2
2000,"Mar",40.9,3
2000,"Apr",547.7,4
2000,"May",208.3,5
2000,"Jun",443.3,6
2000,"Jul",304,7
2000,"Aug",600.7,8
2000,"Sep",152.6,9
2000,"Oct",204.1,10
2000,"Nov",96.8,11
2000,"Dec",56,12
2001,"Jan",47.6,1
2001,"Feb",10.9,2
2001,"Mar",56.5,3
2001,"Apr",133,4
2001,"May",162,5
2001,"Jun",1083.6,6
2001,"Jul",656.4,7
2001,"Aug",318.9,8
2001,"Sep",563.3,9
2001,"Oct",10.7,10
2001,"Nov",4.3,11
2001,"Dec",44.6,12
2002,"Jan",25,1
2002,"Feb",4.6,2
2002,"Mar",238.7,3
2002,"Apr",12.4,4
2002,"May",275.6,5
2002,"Jun",237.6,6
2002,"Jul",320.8,7
2002,"Aug",365.9,8
2002,"Sep",723,9
2002,"Oct",199,10
2002,"Nov",23.3,11
2002,"Dec",64.1,12
2003,"Jan",21.7,1
2003,"Feb",15.1,2
2003,"Mar",38.6,3
2003,"Apr",84.5,4
2003,"May",249,5
2003,"Jun",523.5,6
2003,"Jul",101.8,7
2003,"Aug",415,8
2003,"Sep",394,9
2003,"Oct",48.6,10
2003,"Nov",50.1,11
2003,"Dec",0.01,12
2004,"Jan",51,1
2004,"Feb",51.8,2
2004,"Mar",104.3,3
2004,"Apr",147.2,4
2004,"May",194.4,5
2004,"Jun",144.7,6
2004,"Jul",386.7,7
2004,"Aug",488.5,8
2004,"Sep",167.3,9
2004,"Oct",2.3,10
2004,"Nov",0.4,11
2004,"Dec",0.01,12
2005,"Jan",5.9,1
2005,"Feb",19.2,2
2005,"Mar",52.6,3
2005,"Apr",32.3,4
2005,"May",508.6,5
2005,"Jun",893.9,6
2005,"Jul",360.4,7
2005,"Aug",971.3,8
2005,"Sep",352.6,9
2005,"Oct",6.6,10
2005,"Nov",1.6,11
2005,"Dec",9.5,12
2006,"Jan",16.3,1
2006,"Feb",37.7,2
2006,"Mar",48.4,3
2006,"Apr",199.2,4
2006,"May",431.5,5
2006,"Jun",469.2,6
2006,"Jul",569.2,7
2006,"Aug",275.4,8
2006,"Sep",420.2,9
2006,"Oct",31.2,10
2006,"Nov",99.6,11
2006,"Dec",29.9,12
2007,"Jan",29.6,1
2007,"Feb",6.9,2
2007,"Mar",27.6,3
2007,"Apr",125.5,4
2007,"May",288.3,5
2007,"Jun",490.1,6
2007,"Jul",76.9,7
2007,"Aug",488.4,8
2007,"Sep",102.3,9
2007,"Oct",51.7,10
2007,"Nov",3.9,11
2007,"Dec",15.7,12
2008,"Jan",33.3,1
2008,"Feb",27.5,2
2008,"Mar",57.2,3
2008,"Apr",255,4
2008,"May",191.9,5
2008,"Jun",1346.1,6
2008,"Jul",471.1,7
2008,"Aug",317,8
2008,"Sep",159.2,9
2008,"Oct",144.6,10
2008,"Nov",54.3,11
2008,"Dec",9,12
2009,"Jan",0.01,1
2009,"Feb",1.1,2
2009,"Mar",120.7,3
2009,"Apr",108.7,4
2009,"May",245.2,5
2009,"Jun",341.8,6
2009,"Jul",389.4,7
2009,"Aug",334.1,8
2009,"Sep",486.3,9
2009,"Oct",44.4,10
2009,"Nov",60.4,11
2009,"Dec",50.2,12
2010,"Jan",24.6,1
2010,"Feb",113.1,2
2010,"Mar",17.5,3
2010,"Apr",78.9,4
2010,"May",176.6,5
2010,"Jun",474.9,6
2010,"Jul",469.4,7
2010,"Aug",350.3,8
2010,"Sep",583.1,9
2010,"Oct",22.7,10
2010,"Nov",42.2,11
2010,"Dec",18.4,12
2011,"Jan",5.4,1
2011,"Feb",23.7,2
2011,"Mar",20.5,3
2011,"Apr",36,4
2011,"May",186.7,5
2011,"Jun",446.1,6
2011,"Jul",226.8,7
2011,"Aug",157.6,8
2011,"Sep",123.1,9
2011,"Oct",172.4,10
2011,"Nov",86.1,11
2011,"Dec",2.8,12
2012,"Jan",42.1,1
2012,"Feb",29.5,2
2012,"Mar",22.1,3
2012,"Apr",294.9,4
2012,"May",277.7,5
2012,"Jun",261.5,6
2012,"Jul",467.8,7
2012,"Aug",149.8,8
2012,"Sep",213,9
2012,"Oct",46.4,10
2012,"Nov",63.9,11
2012,"Dec",56,12
2013,"Jan",3.4,1
2013,"Feb",1.5,2
2013,"Mar",130.5,3
2013,"Apr",253.8,4
2013,"May",509.3,5
2013,"Jun",438.6,6
2013,"Jul",436.3,7
2013,"Aug",445.4,8
2013,"Sep",454.2,9
2013,"Oct",2.9,10
2013,"Nov",83.1,11
2013,"Dec",88.3,12
2014,"Jan",0.01,1
2014,"Feb",39.5,2
2014,"Mar",207.6,3
2014,"Apr",132.4,4
2014,"May",687.3,5
2014,"Jun",436.6,6
2014,"Jul",260.5,7
2014,"Aug",548.2,8
2014,"Sep",140.6,9
2014,"Oct",109.8,10
2014,"Nov",31.1,11
2014,"Dec",44.7,12
2015,"Jan",41.7,1
2015,"Feb",32,2
2015,"Mar",28.4,3
2015,"Apr",64.5,4
2015,"May",513,5
2015,"Jun",302.1,6
2015,"Jul",406.2,7
2015,"Aug",143.3,8
2015,"Sep",87.9,9
2015,"Oct",168.3,10
2015,"Nov",22.8,11
2015,"Dec",64.3,12
2016,"Jan",266.9,1
2016,"Feb",24.8,2
2016,"Mar",148.7,3
2016,"Apr",211.4,4
2016,"May",233.6,5
2016,"Jun",347.4,6
2016,"Jul",175.9,7
2016,"Aug",532.7,8
2016,"Sep",323.1,9
2016,"Oct",624.4,10
2016,"Nov",131.3,11
2016,"Dec",6.6,12
2017,"Jan",7.8,1
2017,"Feb",19.9,2
2017,"Mar",48,3
2017,"Apr",58.8,4
2017,"May",399.3,5
2017,"Jun",656,6
2017,"Jul",570,7
2017,"Aug",489.1,8
2017,"Sep",192.4,9
2017,"Oct",99.6,10
2017,"Nov",31.2,11
2017,"Dec",0.01,12
2018,"Jan",62.2,1
2018,"Feb",4.5,2
2018,"Mar",22.7,3
2018,"Apr",28.1,4
2018,"May",57.5,5
2018,"Jun",458.8,6
2018,"Jul",341.1,7
2018,"Aug",615.1,8
2018,"Sep",383.3,9
2018,"Oct",104.3,10
2018,"Nov",73.4,11
2018,"Dec",11.9,12
2019,"Jan",4.7,1
2019,"Feb",68.7,2
2019,"Mar",186.5,3
2019,"Apr",185.8,4
2019,"May",234.6,5
2019,"Jun",429.1,6
2019,"Jul",328.5,7
2019,"Aug",596.4,8
2019,"Sep",198.9,9
2019,"Oct",149.5,10
2019,"Nov",0.01,11
2019,"Dec",13.5,12
2020,"Jan",14.8,1
2020,"Feb",79.8,2
2020,"Mar",41.3,3
2020,"Apr",77.8,4
2020,"May",352.5,5
2020,"Jun",397.2,6
2020,"Jul",125.4,7
2020,"Aug",448.4,8
2020,"Sep",708.8,9
2020,"Oct",142.4,10
2020,"Nov",5.1,11
2020,"Dec",1.5,12
