"Day","Month","WindSpeed","Year"
5,"Nov",36.2,2013
6,"Nov",18.7,2013
7,"Nov",30.3,2013
8,"Nov",30.8,2013
9,"Nov",39.9,2013
10,"Nov",41,2013
11,"Nov",49.3,2013
12,"Nov",48,2013
13,"Nov",30.8,2013
14,"Nov",23.3,2013
15,"Nov",23.8,2013
16,"Nov",14.4,2013
17,"Nov",19.7,2013
18,"Nov",24.3,2013
19,"Nov",29.1,2013
20,"Nov",35.2,2013
21,"Nov",31.2,2013
22,"Nov",37.7,2013
23,"Nov",35.6,2013
24,"Nov",20.6,2013
25,"Nov",28,2013
26,"Nov",29.8,2013
27,"Nov",30.3,2013
28,"Nov",40.1,2013
29,"Nov",28.6,2013
30,"Nov",19.4,2013
1,"Dec",18.6,2013
2,"Dec",21.6,2013
3,"Dec",24.8,2013
4,"Dec",15.1,2013
5,"Dec",18.3,2013
6,"Dec",19.1,2013
7,"Dec",18.3,2013
8,"Dec",23.8,2013
9,"Dec",17.8,2013
10,"Dec",29.3,2013
11,"Dec",26.4,2013
12,"Dec",33.5,2013
13,"Dec",20.4,2013
14,"Dec",35.5,2013
15,"Dec",38,2013
16,"Dec",39.7,2013
17,"Dec",26.7,2013
18,"Dec",41.1,2013
19,"Dec",32,2013
20,"Dec",23,2013
21,"Dec",24.8,2013
22,"Dec",21.9,2013
23,"Dec",20.2,2013
24,"Dec",22,2013
25,"Dec",17.3,2013
26,"Dec",34.9,2013
27,"Dec",36.7,2013
28,"Dec",22.6,2013
29,"Dec",21.9,2013
30,"Dec",9.5,2013
31,"Dec",9.1,2013
1,"Jan",13,2014
2,"Jan",16.1,2014
3,"Jan",10.6,2014
4,"Jan",24,2014
5,"Jan",24.3,2014
6,"Jan",33.8,2014
7,"Jan",28.6,2014
8,"Jan",17.4,2014
9,"Jan",25.5,2014
10,"Jan",38.1,2014
11,"Jan",29.1,2014
12,"Jan",23.8,2014
13,"Jan",28.1,2014
14,"Jan",26.2,2014
15,"Jan",28.5,2014
16,"Jan",30.3,2014
17,"Jan",14.7,2014
18,"Jan",23,2014
19,"Jan",30.3,2014
20,"Jan",18.8,2014
21,"Jan",31.5,2014
22,"Jan",18.6,2014
23,"Jan",26.9,2014
24,"Jan",28,2014
25,"Jan",20.8,2014
26,"Jan",19.9,2014
27,"Jan",28.8,2014
28,"Jan",20.1,2014
29,"Jan",15.4,2014
30,"Jan",7.3,2014
31,"Jan",9.9,2014
1,"Feb",10.8,2014
2,"Feb",10,2014
3,"Feb",9.4,2014
4,"Feb",40.3,2014
5,"Feb",35.6,2014
6,"Feb",16,2014
7,"Feb",10.5,2014
8,"Feb",22.5,2014
9,"Feb",36.7,2014
10,"Feb",39.2,2014
11,"Feb",28.1,2014
12,"Feb",24.2,2014
13,"Feb",30.2,2014
14,"Feb",25.3,2014
15,"Feb",32.2,2014
16,"Feb",33,2014
17,"Feb",18.5,2014
18,"Feb",16.3,2014
19,"Feb",39.7,2014
20,"Feb",22.1,2014
21,"Feb",41.2,2014
22,"Feb",40.3,2014
23,"Feb",34.6,2014
24,"Feb",34.8,2014
25,"Feb",24.7,2014
26,"Feb",13.5,2014
27,"Feb",25.8,2014
28,"Feb",28.7,2014
1,"Mar",13.8,2014
2,"Mar",21.8,2014
3,"Mar",42.3,2014
4,"Mar",22.4,2014
5,"Mar",30,2014
6,"Mar",43.2,2014
7,"Mar",46.3,2014
8,"Mar",29.2,2014
9,"Mar",24.2,2014
10,"Mar",45.5,2014
11,"Mar",39.4,2014
12,"Mar",14.7,2014
13,"Mar",19.8,2014
14,"Mar",31.3,2014
15,"Mar",29.2,2014
16,"Mar",24.9,2014
17,"Mar",18.2,2014
18,"Mar",12.8,2014
19,"Mar",6.8,2014
20,"Mar",14.3,2014
21,"Mar",26.7,2014
22,"Mar",32.9,2014
23,"Mar",33.1,2014
24,"Mar",25,2014
25,"Mar",14.4,2014
26,"Mar",7.4,2014
27,"Mar",11.5,2014
28,"Mar",18.5,2014
29,"Mar",9.5,2014
30,"Mar",20.8,2014
31,"Mar",18.9,2014
1,"Apr",21.2,2014
2,"Apr",25.8,2014
3,"Apr",16.6,2014
4,"Apr",27,2014
5,"Apr",20.4,2014
6,"Apr",41,2014
7,"Apr",38.2,2014
8,"Apr",20.8,2014
9,"Apr",13.7,2014
10,"Apr",24.3,2014
11,"Apr",19.8,2014
12,"Apr",10.8,2014
13,"Apr",9.6,2014
14,"Apr",27.6,2014
15,"Apr",33.1,2014
16,"Apr",23.1,2014
17,"Apr",10.1,2014
18,"Apr",5.2,2014
19,"Apr",7.2,2014
20,"Apr",4.6,2014
21,"Apr",21.2,2014
22,"Apr",8,2014
23,"Apr",32.1,2014
24,"Apr",34.2,2014
25,"Apr",23.8,2014
26,"Apr",21.1,2014
27,"Apr",12.3,2014
28,"Apr",18.9,2014
29,"Apr",22.3,2014
30,"Apr",22.6,2014
1,"May",31.5,2014
2,"May",31.6,2014
3,"May",36.9,2014
4,"May",32.3,2014
5,"May",30.7,2014
6,"May",35,2014
7,"May",28,2014
8,"May",23.5,2014
13,"May",20.6,2014
15,"May",25.7,2014
16,"May",25,2014
17,"May",25,2014
18,"May",20.3,2014
19,"May",23.5,2014
20,"May",21.8,2014
21,"May",18.6,2014
22,"May",30.9,2014
23,"May",24,2014
24,"May",14.8,2014
25,"May",15.8,2014
26,"May",20.4,2014
27,"May",23.8,2014
28,"May",23.7,2014
29,"May",22.5,2014
30,"May",17,2014
31,"May",8.5,2014
1,"Jun",21,2014
2,"Jun",27.3,2014
3,"Jun",19.6,2014
4,"Jun",10.3,2014
5,"Jun",16.3,2014
6,"Jun",10.1,2014
7,"Jun",4.5,2014
8,"Jun",7.1,2014
9,"Jun",26,2014
10,"Jun",21.4,2014
11,"Jun",28.1,2014
12,"Jun",30.8,2014
13,"Jun",32.1,2014
14,"Jun",19.6,2014
15,"Jun",16.7,2014
16,"Jun",28.8,2014
17,"Jun",25.2,2014
18,"Jun",22.9,2014
19,"Jun",19.9,2014
20,"Jun",26,2014
21,"Jun",21.6,2014
22,"Jun",8.5,2014
23,"Jun",13.7,2014
24,"Jun",13.6,2014
25,"Jun",16.3,2014
26,"Jun",14.7,2014
27,"Jun",11,2014
28,"Jun",8.5,2014
29,"Jun",17.9,2014
30,"Jun",25.5,2014
1,"Jul",20.7,2014
2,"Jul",13.4,2014
3,"Jul",18,2014
4,"Jul",15.6,2014
5,"Jul",15.1,2014
6,"Jul",14.4,2014
7,"Jul",8.9,2014
8,"Jul",9.1,2014
9,"Jul",10.1,2014
10,"Jul",12,2014
11,"Jul",11.5,2014
12,"Jul",25.3,2014
13,"Jul",17.4,2014
14,"Jul",16.3,2014
15,"Jul",15.4,2014
16,"Jul",11.1,2014
17,"Jul",41.6,2014
18,"Jul",49.3,2014
19,"Jul",27.6,2014
20,"Jul",12,2014
21,"Jul",5,2014
22,"Jul",16.4,2014
23,"Jul",39.7,2014
24,"Jul",37.3,2014
25,"Jul",17.6,2014
26,"Jul",19.1,2014
27,"Jul",17.9,2014
28,"Jul",10.6,2014
29,"Jul",6.7,2014
30,"Jul",8.9,2014
31,"Jul",19.1,2014
1,"Aug",22.7,2014
2,"Aug",16.3,2014
3,"Aug",13.3,2014
4,"Aug",12.1,2014
5,"Aug",10.2,2014
6,"Aug",12.9,2014
7,"Aug",21.8,2014
8,"Aug",20.4,2014
9,"Aug",25.9,2014
10,"Aug",27.2,2014
11,"Aug",22.1,2014
12,"Aug",23.3,2014
13,"Aug",16.2,2014
14,"Aug",18.9,2014
15,"Aug",13.7,2014
16,"Aug",23.1,2014
17,"Aug",20.4,2014
18,"Aug",22.8,2014
19,"Aug",26.9,2014
20,"Aug",6,2014
21,"Aug",8.1,2014
22,"Aug",6.9,2014
23,"Aug",8,2014
24,"Aug",8.6,2014
25,"Aug",11,2014
26,"Aug",18.2,2014
27,"Aug",37.3,2014
28,"Aug",22.4,2014
29,"Aug",14.5,2014
30,"Aug",16.9,2014
31,"Aug",20.3,2014
1,"Sep",11.6,2014
2,"Sep",7.6,2014
3,"Sep",20.7,2014
4,"Sep",10.4,2014
5,"Sep",21.2,2014
6,"Sep",18,2014
7,"Sep",33.4,2014
8,"Sep",18.3,2014
9,"Sep",10.4,2014
10,"Sep",8.3,2014
11,"Sep",14.7,2014
12,"Sep",32.8,2014
13,"Sep",18.9,2014
14,"Sep",14.6,2014
15,"Sep",41.2,2014
16,"Sep",58.6,2014
17,"Sep",32.7,2014
18,"Sep",9.3,2014
19,"Sep",12.9,2014
20,"Sep",26.2,2014
21,"Sep",22.4,2014
22,"Sep",14,2014
23,"Sep",9.1,2014
24,"Sep",5.5,2014
25,"Sep",7.8,2014
26,"Sep",7.5,2014
27,"Sep",8.1,2014
28,"Sep",5.7,2014
29,"Sep",8.3,2014
30,"Sep",11.2,2014
1,"Oct",23.1,2014
2,"Oct",11,2014
3,"Oct",13.3,2014
4,"Oct",21.6,2014
5,"Oct",23.3,2014
6,"Oct",30.1,2014
7,"Oct",29.2,2014
8,"Oct",21.7,2014
9,"Oct",12.1,2014
10,"Oct",18.2,2014
11,"Oct",15.6,2014
12,"Oct",20.5,2014
13,"Oct",28.8,2014
14,"Oct",24.3,2014
15,"Oct",22,2014
16,"Oct",34.7,2014
17,"Oct",33.1,2014
18,"Oct",30,2014
19,"Oct",29.9,2014
20,"Oct",20.5,2014
21,"Oct",5,2014
22,"Oct",21,2014
23,"Oct",34.8,2014
24,"Oct",29.1,2014
25,"Oct",27.2,2014
26,"Oct",20.8,2014
27,"Oct",28.1,2014
28,"Oct",48.7,2014
29,"Oct",33.5,2014
30,"Oct",28.6,2014
31,"Oct",16.1,2014
1,"Nov",6.7,2014
2,"Nov",31.2,2014
3,"Nov",27.8,2014
4,"Nov",26.3,2014
5,"Nov",23.2,2014
6,"Nov",15.5,2014
7,"Nov",40.5,2014
8,"Nov",33.5,2014
9,"Nov",26.9,2014
10,"Nov",30,2014
11,"Nov",24.9,2014
12,"Nov",22.8,2014
13,"Nov",29.4,2014
14,"Nov",27.3,2014
15,"Nov",36.1,2014
16,"Nov",15.1,2014
18,"Nov",27.7,2014
19,"Nov",26.1,2014
20,"Nov",30.5,2014
21,"Nov",23.3,2014
22,"Nov",23,2014
23,"Nov",27,2014
24,"Nov",19.1,2014
25,"Nov",7.2,2014
26,"Nov",21.5,2014
27,"Nov",30.6,2014
28,"Nov",21.8,2014
29,"Nov",26.5,2014
30,"Nov",18.2,2014
1,"Dec",37.4,2014
2,"Dec",35.3,2014
3,"Dec",35.7,2014
4,"Dec",42.5,2014
5,"Dec",26.5,2014
6,"Dec",39.6,2014
7,"Dec",34.5,2014
8,"Dec",30.6,2014
9,"Dec",38.8,2014
10,"Dec",21.5,2014
11,"Dec",25.6,2014
12,"Dec",39.6,2014
13,"Dec",25.8,2014
14,"Dec",25.7,2014
15,"Dec",21.8,2014
16,"Dec",44.4,2014
17,"Dec",39.7,2014
18,"Dec",27.7,2014
19,"Dec",29,2014
20,"Dec",26.3,2014
21,"Dec",36.4,2014
22,"Dec",31.4,2014
23,"Dec",25.9,2014
24,"Dec",17.5,2014
25,"Dec",39.8,2014
26,"Dec",42.1,2014
27,"Dec",30.1,2014
28,"Dec",26.2,2014
29,"Dec",21.2,2014
30,"Dec",14,2014
31,"Dec",9.8,2014
1,"Jan",24.6,2015
2,"Jan",32.9,2015
3,"Jan",30.5,2015
4,"Jan",22.5,2015
5,"Jan",18.7,2015
6,"Jan",9.2,2015
7,"Jan",21.4,2015
8,"Jan",26.3,2015
9,"Jan",25.1,2015
10,"Jan",26.9,2015
11,"Jan",28.9,2015
12,"Jan",38.8,2015
13,"Jan",23.1,2015
14,"Jan",31.6,2015
15,"Jan",21.5,2015
16,"Jan",16.6,2015
17,"Jan",30.6,2015
18,"Jan",24.7,2015
19,"Jan",26,2015
20,"Jan",25.9,2015
21,"Jan",6.5,2015
22,"Jan",16.2,2015
23,"Jan",23.5,2015
24,"Jan",31.9,2015
25,"Jan",19.4,2015
26,"Jan",16.4,2015
27,"Jan",25.5,2015
28,"Jan",42.8,2015
29,"Jan",23,2015
30,"Jan",15,2015
31,"Jan",29,2015
1,"Feb",31.5,2015
2,"Feb",29.1,2015
3,"Feb",23.3,2015
4,"Feb",19,2015
5,"Feb",29,2015
6,"Feb",21.9,2015
7,"Feb",19.9,2015
8,"Feb",27.8,2015
9,"Feb",32,2015
10,"Feb",23.3,2015
11,"Feb",10.7,2015
12,"Feb",12.8,2015
13,"Feb",20.8,2015
14,"Feb",27.4,2015
15,"Feb",16.3,2015
16,"Feb",4.4,2015
17,"Feb",13.5,2015
18,"Feb",29,2015
19,"Feb",39.6,2015
20,"Feb",31.7,2015
21,"Feb",13.4,2015
22,"Feb",13.7,2015
23,"Feb",21.4,2015
24,"Feb",19.8,2015
25,"Feb",18.8,2015
26,"Feb",13.1,2015
27,"Feb",32.7,2015
28,"Feb",27.2,2015
1,"Mar",16.5,2015
2,"Mar",32.5,2015
3,"Mar",19.5,2015
4,"Mar",31.8,2015
5,"Mar",35.8,2015
6,"Mar",29.4,2015
7,"Mar",30.5,2015
8,"Mar",24.3,2015
9,"Mar",9.8,2015
10,"Mar",45.2,2015
11,"Mar",34.2,2015
12,"Mar",22.3,2015
13,"Mar",29.5,2015
14,"Mar",22.5,2015
15,"Mar",16.3,2015
16,"Mar",13.6,2015
17,"Mar",14.2,2015
18,"Mar",8.9,2015
19,"Mar",9.4,2015
20,"Mar",7.6,2015
21,"Mar",7.1,2015
22,"Mar",32.3,2015
23,"Mar",36.2,2015
24,"Mar",41.8,2015
25,"Mar",39.5,2015
26,"Mar",27.4,2015
27,"Mar",10.8,2015
28,"Mar",14.6,2015
29,"Mar",12.3,2015
30,"Mar",14,2015
31,"Mar",9.9,2015
1,"Apr",10,2015
2,"Apr",22,2015
3,"Apr",21.4,2015
4,"Apr",16.9,2015
5,"Apr",10.7,2015
6,"Apr",8.8,2015
7,"Apr",25.9,2015
8,"Apr",29.8,2015
9,"Apr",26.8,2015
10,"Apr",19.8,2015
11,"Apr",26.5,2015
12,"Apr",9.8,2015
13,"Apr",12.6,2015
14,"Apr",18,2015
15,"Apr",7.4,2015
16,"Apr",11.5,2015
17,"Apr",11.9,2015
18,"Apr",22.2,2015
19,"Apr",25,2015
20,"Apr",20.3,2015
21,"Apr",20.1,2015
22,"Apr",31.4,2015
23,"Apr",29,2015
24,"Apr",15,2015
25,"Apr",20.6,2015
26,"Apr",20.4,2015
27,"Apr",13.3,2015
28,"Apr",10.5,2015
29,"Apr",16.3,2015
30,"Apr",12.2,2015
1,"May",15,2015
2,"May",22.4,2015
3,"May",19.5,2015
4,"May",19.2,2015
5,"May",22.9,2015
6,"May",19.4,2015
7,"May",15,2015
8,"May",22.5,2015
9,"May",21.1,2015
10,"May",14.1,2015
11,"May",19.4,2015
12,"May",16.1,2015
13,"May",19.3,2015
14,"May",12.5,2015
15,"May",13.8,2015
16,"May",13.1,2015
17,"May",17.2,2015
18,"May",23,2015
19,"May",32.4,2015
20,"May",34.3,2015
21,"May",41.6,2015
22,"May",30.8,2015
23,"May",18.8,2015
24,"May",6,2015
25,"May",8.3,2015
26,"May",11.3,2015
27,"May",24.4,2015
28,"May",27.3,2015
29,"May",23.5,2015
30,"May",24,2015
31,"May",15.4,2015
1,"Jun",22.8,2015
2,"Jun",22.9,2015
3,"Jun",19.8,2015
4,"Jun",19.9,2015
5,"Jun",24.4,2015
6,"Jun",10.8,2015
7,"Jun",20.3,2015
8,"Jun",20.9,2015
9,"Jun",22.6,2015
10,"Jun",22,2015
11,"Jun",22.6,2015
12,"Jun",15.2,2015
13,"Jun",18,2015
14,"Jun",18.4,2015
15,"Jun",10.6,2015
16,"Jun",11.1,2015
17,"Jun",22.5,2015
18,"Jun",20.9,2015
19,"Jun",14.5,2015
20,"Jun",13.6,2015
21,"Jun",26,2015
22,"Jun",25.6,2015
23,"Jun",24.6,2015
24,"Jun",17.4,2015
25,"Jun",24.4,2015
26,"Jun",24.4,2015
27,"Jun",21.9,2015
28,"Jun",20.2,2015
29,"Jun",24.1,2015
30,"Jun",27.2,2015
1,"Jul",28.2,2015
2,"Jul",28,2015
3,"Jul",19,2015
4,"Jul",11.8,2015
5,"Jul",10.7,2015
6,"Jul",11,2015
7,"Jul",23.5,2015
8,"Jul",19.3,2015
9,"Jul",23.3,2015
10,"Jul",20,2015
11,"Jul",11.9,2015
12,"Jul",14.3,2015
13,"Jul",12.6,2015
14,"Jul",9.6,2015
15,"Jul",10.2,2015
16,"Jul",10.4,2015
17,"Jul",15.8,2015
18,"Jul",17.7,2015
19,"Jul",31.3,2015
20,"Jul",32,2015
21,"Jul",46.7,2015
22,"Jul",26.5,2015
23,"Jul",28.5,2015
24,"Jul",37.1,2015
25,"Jul",32.1,2015
26,"Jul",31.9,2015
27,"Jul",21.1,2015
28,"Jul",11.8,2015
29,"Jul",15.2,2015
30,"Jul",14,2015
31,"Jul",6.8,2015
1,"Aug",11.8,2015
2,"Aug",9.8,2015
3,"Aug",5.5,2015
4,"Aug",4.4,2015
5,"Aug",8.7,2015
6,"Aug",6.1,2015
7,"Aug",10.9,2015
8,"Aug",17.2,2015
9,"Aug",26.4,2015
10,"Aug",20.2,2015
11,"Aug",13.9,2015
12,"Aug",11.9,2015
13,"Aug",22.9,2015
14,"Aug",12.9,2015
15,"Aug",14.2,2015
16,"Aug",18,2015
17,"Aug",20.5,2015
18,"Aug",18.1,2015
19,"Aug",16.6,2015
20,"Aug",6.9,2015
21,"Aug",13.6,2015
22,"Aug",12,2015
23,"Aug",11.7,2015
24,"Aug",11,2015
25,"Aug",10.7,2015
26,"Aug",16.4,2015
27,"Aug",12,2015
28,"Aug",8.9,2015
29,"Aug",11,2015
30,"Aug",5.9,2015
31,"Aug",5.7,2015
1,"Sep",8.6,2015
2,"Sep",16.5,2015
3,"Sep",18.2,2015
4,"Sep",9.8,2015
5,"Sep",11.7,2015
6,"Sep",24.9,2015
7,"Sep",21.3,2015
8,"Sep",29,2015
9,"Sep",26.2,2015
10,"Sep",24.5,2015
11,"Sep",21.4,2015
12,"Sep",22.6,2015
13,"Sep",39.9,2015
14,"Sep",41.3,2015
15,"Sep",39.5,2015
16,"Sep",32.2,2015
17,"Sep",27.4,2015
18,"Sep",14.5,2015
19,"Sep",8.1,2015
20,"Sep",14.5,2015
21,"Sep",11.9,2015
22,"Sep",14.8,2015
23,"Sep",10.2,2015
24,"Sep",17.3,2015
25,"Sep",20.5,2015
26,"Sep",14,2015
27,"Sep",15.1,2015
28,"Sep",16.4,2015
29,"Sep",15.5,2015
30,"Sep",12.7,2015
1,"Oct",7.9,2015
2,"Oct",30.6,2015
3,"Oct",52.8,2015
4,"Oct",50.7,2015
5,"Oct",37,2015
6,"Oct",30.4,2015
7,"Oct",12.5,2015
8,"Oct",13,2015
9,"Oct",20.4,2015
10,"Oct",30.2,2015
11,"Oct",38.3,2015
12,"Oct",28.2,2015
13,"Oct",32.4,2015
14,"Oct",23.9,2015
15,"Oct",14.1,2015
16,"Oct",9.9,2015
17,"Oct",12.4,2015
18,"Oct",8.9,2015
19,"Oct",17.3,2015
20,"Oct",17.2,2015
21,"Oct",13.2,2015
22,"Oct",9.2,2015
23,"Oct",9.9,2015
24,"Oct",19.7,2015
25,"Oct",37.5,2015
26,"Oct",28.9,2015
27,"Oct",10.3,2015
28,"Oct",15.8,2015
29,"Oct",24.2,2015
30,"Oct",16.5,2015
31,"Oct",40.8,2015
1,"Nov",29.6,2015
2,"Nov",22.5,2015
3,"Nov",32.9,2015
4,"Nov",29.8,2015
5,"Nov",28.3,2015
6,"Nov",30.2,2015
7,"Nov",24.8,2015
8,"Nov",18,2015
9,"Nov",12.8,2015
10,"Nov",46.3,2015
11,"Nov",43.8,2015
12,"Nov",41.4,2015
13,"Nov",29.7,2015
14,"Nov",13.8,2015
15,"Nov",35.8,2015
16,"Nov",25.5,2015
17,"Nov",17.2,2015
18,"Nov",7.9,2015
19,"Nov",22.1,2015
20,"Nov",30.6,2015
21,"Nov",40.4,2015
22,"Nov",29.2,2015
23,"Nov",19.6,2015
24,"Nov",31.2,2015
25,"Nov",28.6,2015
26,"Nov",34.3,2015
27,"Nov",39.3,2015
28,"Nov",34,2015
29,"Nov",16,2015
30,"Nov",15.7,2015
1,"Dec",24.8,2015
2,"Dec",15.8,2015
3,"Dec",27.6,2015
4,"Dec",37.9,2015
5,"Dec",41.2,2015
6,"Dec",28,2015
7,"Dec",21.9,2015
8,"Dec",28.3,2015
9,"Dec",35,2015
10,"Dec",9.7,2015
11,"Dec",20.8,2015
12,"Dec",39.7,2015
13,"Dec",30,2015
14,"Dec",20.1,2015
15,"Dec",26.6,2015
16,"Dec",48,2015
17,"Dec",35.6,2015
18,"Dec",24.8,2015
19,"Dec",28.8,2015
20,"Dec",19,2015
21,"Dec",22.1,2015
22,"Dec",27.1,2015
23,"Dec",14.5,2015
24,"Dec",8.5,2015
25,"Dec",28,2015
26,"Dec",21.3,2015
27,"Dec",18,2015
28,"Dec",25.6,2015
29,"Dec",33.2,2015
30,"Dec",20.4,2015
31,"Dec",23.3,2015
1,"Jan",26.3,2016
2,"Jan",15.3,2016
3,"Jan",14.2,2016
4,"Jan",16.9,2016
5,"Jan",13.7,2016
6,"Jan",14.5,2016
7,"Jan",21.5,2016
8,"Jan",14.3,2016
9,"Jan",39.3,2016
10,"Jan",37.7,2016
11,"Jan",23.3,2016
12,"Jan",23.9,2016
13,"Jan",24.4,2016
14,"Jan",33.2,2016
15,"Jan",37.5,2016
16,"Jan",40,2016
17,"Jan",23.4,2016
18,"Jan",28.4,2016
19,"Jan",38,2016
20,"Jan",50.6,2016
21,"Jan",26.2,2016
22,"Jan",35.3,2016
23,"Jan",55.5,2016
24,"Jan",59.5,2016
25,"Jan",28.7,2016
26,"Jan",21.3,2016
27,"Jan",29.6,2016
28,"Jan",28.8,2016
29,"Jan",25,2016
30,"Jan",21.2,2016
31,"Jan",43.1,2016
1,"Feb",31.9,2016
2,"Feb",27.3,2016
3,"Feb",21.3,2016
4,"Feb",9.1,2016
5,"Feb",24.4,2016
6,"Feb",44.7,2016
7,"Feb",20.5,2016
8,"Feb",16.7,2016
9,"Feb",17.2,2016
10,"Feb",22,2016
11,"Feb",15.8,2016
12,"Feb",13.9,2016
13,"Feb",10.2,2016
14,"Feb",15.3,2016
15,"Feb",33.5,2016
16,"Feb",23.5,2016
17,"Feb",19.2,2016
18,"Feb",18.6,2016
19,"Feb",22.2,2016
20,"Feb",23.9,2016
21,"Feb",44.7,2016
22,"Feb",24.4,2016
23,"Feb",19.3,2016
24,"Feb",28,2016
25,"Feb",20.4,2016
26,"Feb",15.2,2016
27,"Feb",9.1,2016
28,"Feb",9.2,2016
29,"Feb",16.9,2016
1,"Mar",34.2,2016
2,"Mar",27.1,2016
3,"Mar",14.7,2016
4,"Mar",15.4,2016
5,"Mar",13.3,2016
6,"Mar",6.6,2016
7,"Mar",13.8,2016
8,"Mar",15.3,2016
9,"Mar",15.1,2016
10,"Mar",39.7,2016
11,"Mar",25,2016
12,"Mar",36,2016
13,"Mar",22.8,2016
14,"Mar",26.7,2016
15,"Mar",38,2016
16,"Mar",33.2,2016
17,"Mar",26.5,2016
18,"Mar",13.1,2016
19,"Mar",12.5,2016
20,"Mar",28,2016
21,"Mar",38.3,2016
22,"Mar",33.5,2016
23,"Mar",22,2016
24,"Mar",42,2016
25,"Mar",19.4,2016
26,"Mar",13.4,2016
27,"Mar",14.6,2016
28,"Mar",26.9,2016
29,"Mar",20.5,2016
30,"Mar",14.8,2016
31,"Mar",4.5,2016
1,"Apr",8.3,2016
2,"Apr",14.5,2016
3,"Apr",9.2,2016
4,"Apr",8,2016
5,"Apr",14.8,2016
6,"Apr",20,2016
7,"Apr",10,2016
8,"Apr",9.1,2016
9,"Apr",17.3,2016
10,"Apr",20.5,2016
11,"Apr",31.8,2016
12,"Apr",29.8,2016
13,"Apr",14.5,2016
14,"Apr",11.2,2016
15,"Apr",20,2016
16,"Apr",15.3,2016
17,"Apr",16,2016
18,"Apr",19.6,2016
19,"Apr",35.3,2016
20,"Apr",20.9,2016
21,"Apr",7.3,2016
22,"Apr",11.1,2016
23,"Apr",13,2016
24,"Apr",8.5,2016
25,"Apr",13,2016
26,"Apr",24.2,2016
27,"Apr",20.2,2016
28,"Apr",12.5,2016
29,"Apr",30.5,2016
30,"Apr",27,2016
1,"May",23.7,2016
2,"May",11.1,2016
3,"May",11.8,2016
4,"May",9.2,2016
5,"May",15.4,2016
6,"May",15.5,2016
7,"May",12.1,2016
8,"May",9.5,2016
9,"May",16.3,2016
10,"May",12,2016
11,"May",26,2016
12,"May",28.6,2016
13,"May",24.9,2016
14,"May",28.3,2016
15,"May",15.7,2016
16,"May",21.9,2016
17,"May",39.5,2016
18,"May",30.3,2016
19,"May",26.4,2016
20,"May",22.3,2016
21,"May",25.9,2016
22,"May",11.3,2016
23,"May",7.9,2016
24,"May",7.4,2016
25,"May",16.2,2016
26,"May",34.8,2016
27,"May",32.5,2016
28,"May",24,2016
29,"May",19,2016
30,"May",22.8,2016
31,"May",25.2,2016
1,"Jun",31.7,2016
2,"Jun",27.4,2016
3,"Jun",28.8,2016
4,"Jun",20.8,2016
5,"Jun",9.8,2016
6,"Jun",11.2,2016
7,"Jun",9.5,2016
11,"Jun",20,2016
12,"Jun",29.8,2016
14,"Jun",30,2016
15,"Jun",29.3,2016
17,"Jun",12.8,2016
18,"Jun",19.8,2016
19,"Jun",12.4,2016
20,"Jun",12.1,2016
21,"Jun",12.6,2016
22,"Jun",10.9,2016
23,"Jun",9.6,2016
24,"Jun",9,2016
25,"Jun",9.1,2016
26,"Jun",11.9,2016
27,"Jun",15.7,2016
28,"Jun",26.1,2016
29,"Jun",23.4,2016
30,"Jun",24.4,2016
1,"Jul",21.9,2016
2,"Jul",21.9,2016
3,"Jul",25.1,2016
4,"Jul",33,2016
5,"Jul",22.5,2016
8,"Jul",23.5,2016
9,"Jul",25,2016
10,"Jul",18.8,2016
11,"Jul",19.8,2016
12,"Jul",16.3,2016
13,"Jul",12.6,2016
14,"Jul",14.3,2016
16,"Jul",25.1,2016
17,"Jul",23.7,2016
18,"Jul",23.7,2016
19,"Jul",25.1,2016
20,"Jul",22.6,2016
21,"Jul",12.3,2016
22,"Jul",14.5,2016
23,"Jul",21.6,2016
24,"Jul",16,2016
25,"Jul",8.3,2016
26,"Jul",17.5,2016
28,"Jul",12.8,2016
29,"Jul",21.9,2016
30,"Jul",16.1,2016
31,"Jul",14.1,2016
1,"Aug",19.6,2016
2,"Aug",52.5,2016
3,"Aug",14.3,2016
4,"Aug",23.6,2016
5,"Aug",11,2016
6,"Aug",20.4,2016
7,"Aug",22.3,2016
8,"Aug",17.9,2016
9,"Aug",11,2016
10,"Aug",7.8,2016
11,"Aug",8.9,2016
12,"Aug",10.9,2016
13,"Aug",12.1,2016
14,"Aug",26.4,2016
15,"Aug",16.3,2016
16,"Aug",18.8,2016
17,"Aug",32.8,2016
18,"Aug",34.3,2016
19,"Aug",20.1,2016
20,"Aug",6.4,2016
21,"Aug",12.1,2016
22,"Aug",15,2016
23,"Aug",4.9,2016
24,"Aug",10.8,2016
25,"Aug",11.6,2016
26,"Aug",10.9,2016
27,"Aug",8.3,2016
28,"Aug",19.9,2016
29,"Aug",27.2,2016
30,"Aug",12,2016
31,"Aug",8.8,2016
1,"Sep",23.5,2016
2,"Sep",19.7,2016
3,"Sep",10.9,2016
4,"Sep",28.1,2016
5,"Sep",30,2016
6,"Sep",7.3,2016
7,"Sep",16.1,2016
8,"Sep",8.8,2016
9,"Sep",11.3,2016
10,"Sep",11,2016
11,"Sep",7.1,2016
12,"Sep",15.2,2016
13,"Sep",18.7,2016
14,"Sep",17.1,2016
