"Day","Month","WindSpeed","Year"
15,"Sep",15,2016
16,"Sep",15.3,2016
17,"Sep",19.4,2016
18,"Sep",12.7,2016
19,"Sep",21,2016
20,"Sep",31.5,2016
21,"Sep",35.7,2016
22,"Sep",35,2016
23,"Sep",30.8,2016
24,"Sep",28.1,2016
25,"Sep",20.3,2016
26,"Sep",15,2016
27,"Sep",11.2,2016
28,"Sep",25.5,2016
29,"Sep",18.2,2016
30,"Sep",7.4,2016
1,"Oct",16.2,2016
2,"Oct",17.9,2016
3,"Oct",28.5,2016
4,"Oct",17.5,2016
5,"Oct",18.7,2016
6,"Oct",19.3,2016
7,"Oct",23.6,2016
8,"Oct",35.2,2016
9,"Oct",33,2016
10,"Oct",28,2016
11,"Oct",29.8,2016
12,"Oct",39.7,2016
13,"Oct",39.5,2016
14,"Oct",34.6,2016
15,"Oct",20.3,2016
16,"Oct",20.3,2016
17,"Oct",43.5,2016
18,"Oct",57.5,2016
19,"Oct",36,2016
20,"Oct",15.8,2016
21,"Oct",60.8,2016
22,"Oct",18.1,2016
23,"Oct",5.9,2016
24,"Oct",13.8,2016
25,"Oct",16.5,2016
26,"Oct",17.1,2016
27,"Oct",11.1,2016
28,"Oct",8.6,2016
29,"Oct",31.5,2016
30,"Oct",32.3,2016
31,"Oct",24,2016
1,"Nov",31.2,2016
2,"Nov",31.2,2016
3,"Nov",28.2,2016
4,"Nov",13.3,2016
5,"Nov",13.4,2016
6,"Nov",19.5,2016
7,"Nov",21.6,2016
8,"Nov",19.5,2016
9,"Nov",33,2016
10,"Nov",28.5,2016
11,"Nov",20.6,2016
12,"Nov",27.4,2016
13,"Nov",19.3,2016
14,"Nov",9.1,2016
15,"Nov",13.7,2016
16,"Nov",33.1,2016
17,"Nov",26.7,2016
18,"Nov",26.2,2016
19,"Nov",24.4,2016
20,"Nov",32.6,2016
21,"Nov",36.7,2016
22,"Nov",40.3,2016
23,"Nov",42.1,2016
24,"Nov",35.5,2016
25,"Nov",35.1,2016
26,"Nov",36.5,2016
27,"Nov",27.5,2016
28,"Nov",31.9,2016
29,"Nov",27,2016
30,"Nov",25.8,2016
1,"Dec",24.1,2016
2,"Dec",26,2016
3,"Dec",26,2016
4,"Dec",9.1,2016
5,"Dec",11.5,2016
6,"Dec",30,2016
7,"Dec",17.3,2016
8,"Dec",16.7,2016
9,"Dec",23.3,2016
10,"Dec",28,2016
11,"Dec",43.1,2016
12,"Dec",25,2016
13,"Dec",12.1,2016
14,"Dec",27.9,2016
15,"Dec",31.6,2016
16,"Dec",31,2016
17,"Dec",31.6,2016
18,"Dec",29.4,2016
19,"Dec",22.3,2016
20,"Dec",26.6,2016
21,"Dec",23,2016
22,"Dec",25.8,2016
23,"Dec",25.4,2016
24,"Dec",41.4,2016
25,"Dec",36.7,2016
27,"Dec",48.3,2016
28,"Dec",31,2016
29,"Dec",27.9,2016
30,"Dec",24.5,2016
31,"Dec",30.5,2016
1,"Jan",28.3,2017
2,"Jan",31.7,2017
3,"Jan",32.3,2017
4,"Jan",32.4,2017
5,"Jan",25.5,2017
6,"Jan",47.3,2017
7,"Jan",32.9,2017
8,"Jan",28.8,2017
9,"Jan",38.5,2017
10,"Jan",33.9,2017
11,"Jan",31,2017
12,"Jan",30.3,2017
13,"Jan",42.8,2017
14,"Jan",30.5,2017
15,"Jan",24.9,2017
16,"Jan",13.9,2017
17,"Jan",9.4,2017
18,"Jan",22.3,2017
19,"Jan",22,2017
20,"Jan",26.1,2017
21,"Jan",23.3,2017
22,"Jan",8.5,2017
23,"Jan",23.9,2017
24,"Jan",41.8,2017
25,"Jan",40.3,2017
26,"Jan",30.8,2017
27,"Jan",36.4,2017
28,"Jan",22,2017
29,"Jan",34.3,2017
30,"Jan",33,2017
31,"Jan",37.1,2017
1,"Feb",29.2,2017
2,"Feb",37.7,2017
3,"Feb",34.3,2017
4,"Feb",33.3,2017
5,"Feb",32.3,2017
6,"Feb",32.2,2017
7,"Feb",24.8,2017
8,"Feb",24.4,2017
9,"Feb",24.1,2017
10,"Feb",15.4,2017
11,"Feb",23.7,2017
12,"Feb",20.3,2017
13,"Feb",25.3,2017
14,"Feb",17.6,2017
15,"Feb",8.4,2017
16,"Feb",6.2,2017
17,"Feb",35.5,2017
18,"Feb",22.7,2017
19,"Feb",12.4,2017
20,"Feb",16.6,2017
21,"Feb",29.2,2017
22,"Feb",33.6,2017
23,"Feb",27.7,2017
24,"Feb",21.4,2017
25,"Feb",16,2017
26,"Feb",25.5,2017
27,"Feb",22.4,2017
28,"Feb",10.9,2017
1,"Mar",10.2,2017
2,"Mar",18,2017
3,"Mar",14,2017
4,"Mar",8,2017
5,"Mar",7,2017
6,"Mar",32,2017
7,"Mar",31.1,2017
8,"Mar",41.3,2017
9,"Mar",27.2,2017
10,"Mar",25.8,2017
11,"Mar",28.3,2017
12,"Mar",17.4,2017
13,"Mar",14.9,2017
14,"Mar",21.8,2017
15,"Mar",10.8,2017
16,"Mar",9.6,2017
17,"Mar",42.9,2017
18,"Mar",24.9,2017
19,"Mar",10.2,2017
20,"Mar",25,2017
21,"Mar",30.1,2017
22,"Mar",18.9,2017
23,"Mar",21.3,2017
24,"Mar",28,2017
25,"Mar",28.5,2017
26,"Mar",11.7,2017
27,"Mar",10.5,2017
28,"Mar",15.3,2017
29,"Mar",17.5,2017
30,"Mar",17.1,2017
31,"Mar",26,2017
1,"Apr",11.2,2017
2,"Apr",6.5,2017
3,"Apr",4,2017
4,"Apr",9.8,2017
5,"Apr",7.1,2017
6,"Apr",26.2,2017
7,"Apr",38.6,2017
8,"Apr",16.7,2017
9,"Apr",17.4,2017
10,"Apr",11,2017
11,"Apr",9.9,2017
12,"Apr",8.8,2017
13,"Apr",11.9,2017
14,"Apr",6.7,2017
15,"Apr",21,2017
16,"Apr",24.4,2017
17,"Apr",19.1,2017
18,"Apr",22.7,2017
19,"Apr",21.6,2017
20,"Apr",27.7,2017
21,"Apr",21.4,2017
22,"Apr",13.8,2017
23,"Apr",7.6,2017
24,"Apr",7.5,2017
25,"Apr",26.9,2017
26,"Apr",24,2017
27,"Apr",11.6,2017
28,"Apr",22.8,2017
29,"Apr",14.4,2017
30,"Apr",9.8,2017
1,"May",6,2017
2,"May",15.7,2017
3,"May",26.5,2017
4,"May",38,2017
5,"May",24.7,2017
6,"May",17.3,2017
7,"May",34.3,2017
8,"May",12.5,2017
9,"May",41.2,2017
10,"May",51.6,2017
11,"May",34,2017
12,"May",10.2,2017
13,"May",15.1,2017
14,"May",18.6,2017
15,"May",14.5,2017
16,"May",12.7,2017
17,"May",16.5,2017
18,"May",16.9,2017
19,"May",16.6,2017
20,"May",16,2017
21,"May",8.2,2017
22,"May",11,2017
23,"May",16.2,2017
24,"May",12.3,2017
25,"May",15.7,2017
26,"May",23.5,2017
27,"May",23.7,2017
28,"May",16.9,2017
29,"May",21.5,2017
30,"May",19.4,2017
31,"May",20.2,2017
1,"Jun",17.8,2017
2,"Jun",33.6,2017
3,"Jun",29.5,2017
4,"Jun",37.6,2017
5,"Jun",21.2,2017
11,"Jun",14.6,2017
12,"Jun",17.8,2017
13,"Jun",17.3,2017
14,"Jun",14.7,2017
15,"Jun",18.4,2017
16,"Jun",41,2017
17,"Jun",37.1,2017
18,"Jun",27.8,2017
19,"Jun",32.7,2017
20,"Jun",31.1,2017
21,"Jun",27.1,2017
22,"Jun",19.1,2017
23,"Jun",19.3,2017
24,"Jun",25.8,2017
25,"Jun",25.9,2017
26,"Jun",16.9,2017
27,"Jun",8.7,2017
28,"Jun",19.5,2017
29,"Jun",30.3,2017
30,"Jun",32.3,2017
1,"Jul",28.1,2017
2,"Jul",29.5,2017
3,"Jul",31.3,2017
4,"Jul",32.4,2017
5,"Jul",28.9,2017
6,"Jul",20,2017
7,"Jul",13.5,2017
8,"Jul",17.1,2017
9,"Jul",32.5,2017
10,"Jul",23.2,2017
11,"Jul",13.4,2017
12,"Jul",19.2,2017
13,"Jul",24.9,2017
14,"Jul",37.9,2017
15,"Jul",46.8,2017
16,"Jul",41.8,2017
17,"Jul",29.8,2017
18,"Jul",42.3,2017
19,"Jul",36.4,2017
20,"Jul",26.1,2017
21,"Jul",12.2,2017
22,"Jul",15,2017
23,"Jul",26,2017
24,"Jul",30.8,2017
25,"Jul",15.5,2017
26,"Jul",14.8,2017
27,"Jul",11.4,2017
28,"Jul",10.4,2017
29,"Jul",9,2017
30,"Jul",12,2017
31,"Jul",18.9,2017
1,"Aug",20.1,2017
2,"Aug",25.9,2017
3,"Aug",22.1,2017
4,"Aug",10,2017
5,"Aug",7.3,2017
6,"Aug",7.3,2017
7,"Aug",9.5,2017
8,"Aug",27.1,2017
9,"Aug",38.5,2017
10,"Aug",25.5,2017
11,"Aug",25.6,2017
12,"Aug",23.9,2017
13,"Aug",24.5,2017
14,"Aug",28.3,2017
15,"Aug",22.5,2017
16,"Aug",19.5,2017
17,"Aug",8.2,2017
18,"Aug",14.2,2017
19,"Aug",22.5,2017
20,"Aug",14.3,2017
21,"Aug",8.1,2017
22,"Aug",12.7,2017
23,"Aug",20.1,2017
24,"Aug",17.5,2017
25,"Aug",20.7,2017
26,"Aug",9.1,2017
27,"Aug",14.5,2017
28,"Aug",16.8,2017
29,"Aug",34.9,2017
30,"Aug",36.3,2017
31,"Aug",30.2,2017
1,"Sep",12.7,2017
2,"Sep",5.8,2017
3,"Sep",9.3,2017
4,"Sep",23.8,2017
5,"Sep",18.8,2017
6,"Sep",7.5,2017
7,"Sep",6.1,2017
8,"Sep",16.1,2017
9,"Sep",24.9,2017
10,"Sep",15,2017
11,"Sep",10.8,2017
12,"Sep",43.3,2017
13,"Sep",33.5,2017
14,"Sep",13,2017
15,"Sep",23.3,2017
21,"Sep",7.5,2017
22,"Sep",8.3,2017
23,"Sep",9.1,2017
24,"Sep",9.5,2017
25,"Sep",20.1,2017
26,"Sep",14.5,2017
27,"Sep",6.5,2017
28,"Sep",14.4,2017
29,"Sep",25.2,2017
30,"Sep",23,2017
1,"Oct",19.7,2017
2,"Oct",24.8,2017
3,"Oct",21,2017
4,"Oct",14.4,2017
5,"Oct",24.5,2017
6,"Oct",19.9,2017
7,"Oct",20.3,2017
8,"Oct",23.5,2017
9,"Oct",16.8,2017
10,"Oct",16.1,2017
11,"Oct",28.8,2017
12,"Oct",29.3,2017
13,"Oct",34.6,2017
14,"Oct",28.3,2017
15,"Oct",20.5,2017
16,"Oct",13.4,2017
17,"Oct",18.6,2017
18,"Oct",40.5,2017
19,"Oct",49.2,2017
20,"Oct",40.6,2017
21,"Oct",30.1,2017
22,"Oct",12.6,2017
23,"Oct",17.1,2017
24,"Oct",25.9,2017
25,"Oct",21.3,2017
26,"Oct",12.7,2017
27,"Oct",25.8,2017
28,"Oct",13.9,2017
29,"Oct",18.7,2017
30,"Oct",29.9,2017
31,"Oct",39.6,2017
1,"Nov",42.7,2017
2,"Nov",28.7,2017
3,"Nov",17.3,2017
4,"Nov",28.3,2017
5,"Nov",35.1,2017
6,"Nov",34.5,2017
7,"Nov",29,2017
8,"Nov",11.9,2017
9,"Nov",28.4,2017
10,"Nov",45.2,2017
11,"Nov",26.2,2017
12,"Nov",10.3,2017
13,"Nov",29.8,2017
14,"Nov",40.7,2017
15,"Nov",40.8,2017
16,"Nov",29.1,2017
17,"Nov",35.3,2017
18,"Nov",24.4,2017
19,"Nov",21.5,2017
20,"Nov",36.1,2017
21,"Nov",22,2017
22,"Nov",34.5,2017
23,"Nov",22.3,2017
24,"Nov",32.1,2017
25,"Nov",24.6,2017
26,"Nov",22.7,2017
27,"Nov",25.9,2017
28,"Nov",30.8,2017
29,"Nov",30.3,2017
30,"Nov",32.1,2017
1,"Dec",28.3,2017
2,"Dec",21.3,2017
3,"Dec",14.7,2017
4,"Dec",10.1,2017
5,"Dec",35,2017
6,"Dec",25,2017
7,"Dec",34.4,2017
8,"Dec",29.8,2017
9,"Dec",24.5,2017
10,"Dec",21.4,2017
11,"Dec",29.5,2017
12,"Dec",33.6,2017
13,"Dec",28.2,2017
14,"Dec",25,2017
15,"Dec",22.8,2017
16,"Dec",20.2,2017
17,"Dec",22.8,2017
18,"Dec",27.7,2017
19,"Dec",31.3,2017
20,"Dec",16.5,2017
21,"Dec",21.3,2017
22,"Dec",21.8,2017
23,"Dec",27.7,2017
24,"Dec",27.3,2017
25,"Dec",25.8,2017
26,"Dec",5.4,2017
27,"Dec",27,2017
28,"Dec",34.9,2017
29,"Dec",40.2,2017
30,"Dec",37.9,2017
31,"Dec",26.4,2017
1,"Jan",28.3,2018
2,"Jan",31.7,2018
3,"Jan",32.3,2018
4,"Jan",32.4,2018
5,"Jan",25.5,2018
6,"Jan",47.3,2018
7,"Jan",32.9,2018
8,"Jan",28.8,2018
9,"Jan",38.5,2018
10,"Jan",33.9,2018
11,"Jan",31,2018
12,"Jan",30.3,2018
13,"Jan",42.8,2018
14,"Jan",30.5,2018
15,"Jan",24.9,2018
16,"Jan",13.9,2018
17,"Jan",9.4,2018
18,"Jan",22.3,2018
19,"Jan",22,2018
20,"Jan",26.1,2018
21,"Jan",23.3,2018
22,"Jan",8.5,2018
23,"Jan",23.9,2018
24,"Jan",41.8,2018
25,"Jan",40.3,2018
26,"Jan",30.8,2018
27,"Jan",36.4,2018
28,"Jan",22,2018
29,"Jan",34.3,2018
30,"Jan",33,2018
31,"Jan",37.1,2018
1,"Feb",29.2,2018
2,"Feb",37.7,2018
3,"Feb",34.3,2018
4,"Feb",33.3,2018
5,"Feb",32.3,2018
6,"Feb",32.2,2018
7,"Feb",24.8,2018
8,"Feb",24.4,2018
9,"Feb",24.1,2018
10,"Feb",15.4,2018
11,"Feb",23.7,2018
12,"Feb",20.3,2018
13,"Feb",25.3,2018
14,"Feb",17.6,2018
15,"Feb",8.4,2018
16,"Feb",6.2,2018
17,"Feb",35.5,2018
18,"Feb",22.7,2018
19,"Feb",12.4,2018
20,"Feb",16.6,2018
21,"Feb",29.2,2018
22,"Feb",33.6,2018
23,"Feb",27.7,2018
24,"Feb",21.4,2018
25,"Feb",16,2018
26,"Feb",25.5,2018
27,"Feb",22.4,2018
28,"Feb",10.9,2018
1,"Mar",10.2,2018
2,"Mar",18,2018
3,"Mar",14,2018
4,"Mar",8,2018
5,"Mar",7,2018
6,"Mar",32,2018
7,"Mar",31.1,2018
8,"Mar",41.3,2018
9,"Mar",27.2,2018
10,"Mar",25.8,2018
11,"Mar",28.3,2018
12,"Mar",17.4,2018
13,"Mar",14.9,2018
14,"Mar",21.8,2018
15,"Mar",10.8,2018
16,"Mar",9.6,2018
17,"Mar",42.9,2018
18,"Mar",24.9,2018
19,"Mar",10.2,2018
20,"Mar",25,2018
21,"Mar",30.1,2018
22,"Mar",18.9,2018
23,"Mar",21.3,2018
24,"Mar",28,2018
25,"Mar",28.5,2018
26,"Mar",11.7,2018
27,"Mar",10.5,2018
28,"Mar",15.3,2018
29,"Mar",17.5,2018
30,"Mar",17.1,2018
31,"Mar",26,2018
1,"Apr",11.2,2018
2,"Apr",6.5,2018
3,"Apr",4,2018
4,"Apr",9.8,2018
5,"Apr",7.1,2018
6,"Apr",26.2,2018
7,"Apr",38.6,2018
8,"Apr",16.7,2018
9,"Apr",17.4,2018
10,"Apr",11,2018
11,"Apr",9.9,2018
12,"Apr",8.8,2018
13,"Apr",11.9,2018
14,"Apr",6.7,2018
15,"Apr",21,2018
16,"Apr",24.4,2018
17,"Apr",19.1,2018
18,"Apr",22.7,2018
19,"Apr",21.6,2018
20,"Apr",27.7,2018
21,"Apr",21.4,2018
22,"Apr",13.8,2018
23,"Apr",7.6,2018
24,"Apr",7.5,2018
25,"Apr",26.9,2018
26,"Apr",24,2018
27,"Apr",11.6,2018
28,"Apr",22.8,2018
29,"Apr",14.4,2018
30,"Apr",9.8,2018
1,"May",6,2018
2,"May",15.7,2018
3,"May",26.5,2018
4,"May",38,2018
5,"May",24.7,2018
6,"May",17.3,2018
7,"May",34.3,2018
8,"May",12.5,2018
9,"May",41.2,2018
10,"May",51.6,2018
11,"May",34,2018
12,"May",10.2,2018
13,"May",15.1,2018
14,"May",18.6,2018
15,"May",14.5,2018
16,"May",12.7,2018
17,"May",16.5,2018
18,"May",16.9,2018
19,"May",16.6,2018
20,"May",16,2018
21,"May",8.2,2018
22,"May",11,2018
23,"May",16.2,2018
24,"May",12.3,2018
25,"May",15.7,2018
26,"May",23.5,2018
27,"May",23.7,2018
28,"May",16.9,2018
29,"May",21.5,2018
30,"May",19.4,2018
31,"May",20.2,2018
1,"Jun",17.8,2018
2,"Jun",33.6,2018
3,"Jun",29.5,2018
4,"Jun",37.6,2018
5,"Jun",21.2,2018
11,"Jun",14.6,2018
12,"Jun",17.8,2018
13,"Jun",17.3,2018
14,"Jun",14.7,2018
15,"Jun",18.4,2018
16,"Jun",41,2018
17,"Jun",37.1,2018
18,"Jun",27.8,2018
19,"Jun",32.7,2018
20,"Jun",31.1,2018
21,"Jun",27.1,2018
22,"Jun",19.1,2018
23,"Jun",19.3,2018
24,"Jun",25.8,2018
25,"Jun",25.9,2018
26,"Jun",16.9,2018
27,"Jun",8.7,2018
28,"Jun",19.5,2018
29,"Jun",30.3,2018
30,"Jun",32.3,2018
1,"Jul",28.1,2018
2,"Jul",29.5,2018
3,"Jul",31.3,2018
4,"Jul",32.4,2018
5,"Jul",28.9,2018
6,"Jul",20,2018
7,"Jul",13.5,2018
8,"Jul",17.1,2018
9,"Jul",32.5,2018
10,"Jul",23.2,2018
11,"Jul",13.4,2018
12,"Jul",19.2,2018
13,"Jul",24.9,2018
14,"Jul",37.9,2018
15,"Jul",46.8,2018
16,"Jul",41.8,2018
17,"Jul",29.8,2018
18,"Jul",42.3,2018
19,"Jul",36.4,2018
20,"Jul",26.1,2018
21,"Jul",12.2,2018
22,"Jul",15,2018
23,"Jul",26,2018
24,"Jul",30.8,2018
25,"Jul",15.5,2018
26,"Jul",14.8,2018
27,"Jul",11.4,2018
28,"Jul",10.4,2018
29,"Jul",9,2018
30,"Jul",12,2018
31,"Jul",18.9,2018
1,"Aug",20.1,2018
2,"Aug",25.9,2018
3,"Aug",22.1,2018
4,"Aug",10,2018
5,"Aug",7.3,2018
6,"Aug",7.3,2018
7,"Aug",9.5,2018
8,"Aug",27.1,2018
9,"Aug",38.5,2018
10,"Aug",25.5,2018
11,"Aug",25.6,2018
12,"Aug",23.9,2018
13,"Aug",24.5,2018
14,"Aug",28.3,2018
15,"Aug",22.5,2018
16,"Aug",19.5,2018
17,"Aug",8.2,2018
18,"Aug",14.2,2018
19,"Aug",22.5,2018
20,"Aug",14.3,2018
21,"Aug",8.1,2018
22,"Aug",12.7,2018
23,"Aug",20.1,2018
24,"Aug",17.5,2018
25,"Aug",20.7,2018
26,"Aug",9.1,2018
27,"Aug",14.5,2018
28,"Aug",16.8,2018
29,"Aug",34.9,2018
30,"Aug",36.3,2018
31,"Aug",30.2,2018
1,"Sep",12.7,2018
2,"Sep",5.8,2018
3,"Sep",9.3,2018
4,"Sep",23.8,2018
5,"Sep",18.8,2018
6,"Sep",7.5,2018
7,"Sep",6.1,2018
8,"Sep",16.1,2018
9,"Sep",24.9,2018
10,"Sep",15,2018
11,"Sep",10.8,2018
12,"Sep",43.3,2018
13,"Sep",33.5,2018
14,"Sep",13,2018
15,"Sep",23.3,2018
21,"Sep",7.5,2018
22,"Sep",8.3,2018
23,"Sep",9.1,2018
24,"Sep",9.5,2018
25,"Sep",20.1,2018
26,"Sep",14.5,2018
27,"Sep",6.5,2018
28,"Sep",14.4,2018
29,"Sep",25.2,2018
30,"Sep",23,2018
1,"Oct",19.7,2018
2,"Oct",24.8,2018
3,"Oct",21,2018
4,"Oct",14.4,2018
5,"Oct",24.5,2018
6,"Oct",19.9,2018
7,"Oct",20.3,2018
8,"Oct",23.5,2018
9,"Oct",16.8,2018
10,"Oct",16.1,2018
11,"Oct",28.8,2018
12,"Oct",29.3,2018
13,"Oct",34.6,2018
14,"Oct",28.3,2018
15,"Oct",20.5,2018
16,"Oct",13.4,2018
17,"Oct",18.6,2018
18,"Oct",40.5,2018
19,"Oct",49.2,2018
20,"Oct",40.6,2018
21,"Oct",30.1,2018
22,"Oct",12.6,2018
23,"Oct",17.1,2018
24,"Oct",25.9,2018
25,"Oct",21.3,2018
26,"Oct",12.7,2018
27,"Oct",25.8,2018
28,"Oct",13.9,2018
29,"Oct",18.7,2018
30,"Oct",29.9,2018
31,"Oct",39.6,2018
1,"Nov",42.7,2018
2,"Nov",28.7,2018
3,"Nov",17.3,2018
4,"Nov",28.3,2018
5,"Nov",35.1,2018
6,"Nov",34.5,2018
7,"Nov",29,2018
8,"Nov",11.9,2018
9,"Nov",28.4,2018
10,"Nov",45.2,2018
11,"Nov",26.2,2018
12,"Nov",10.3,2018
13,"Nov",29.8,2018
14,"Nov",40.7,2018
15,"Nov",40.8,2018
16,"Nov",29.1,2018
17,"Nov",35.3,2018
18,"Nov",24.4,2018
19,"Nov",21.5,2018
20,"Nov",36.1,2018
21,"Nov",22,2018
22,"Nov",34.5,2018
23,"Nov",22.3,2018
24,"Nov",32.1,2018
25,"Nov",24.6,2018
26,"Nov",22.7,2018
27,"Nov",25.9,2018
28,"Nov",30.8,2018
29,"Nov",30.3,2018
30,"Nov",32.1,2018
1,"Dec",28.3,2018
2,"Dec",21.3,2018
3,"Dec",14.7,2018
4,"Dec",10.1,2018
5,"Dec",35,2018
6,"Dec",25,2018
7,"Dec",34.4,2018
8,"Dec",29.8,2018
9,"Dec",24.5,2018
10,"Dec",21.4,2018
11,"Dec",29.5,2018
12,"Dec",33.6,2018
13,"Dec",28.2,2018
14,"Dec",25,2018
15,"Dec",22.8,2018
16,"Dec",20.2,2018
17,"Dec",22.8,2018
18,"Dec",27.7,2018
19,"Dec",31.3,2018
20,"Dec",16.5,2018
21,"Dec",21.3,2018
22,"Dec",21.8,2018
23,"Dec",27.7,2018
24,"Dec",27.3,2018
25,"Dec",25.8,2018
26,"Dec",5.4,2018
27,"Dec",27,2018
28,"Dec",34.9,2018
29,"Dec",40.2,2018
30,"Dec",37.9,2018
31,"Dec",26.4,2018
1,"Jan",26.5,2019
2,"Jan",26.3,2019
3,"Jan",26,2019
4,"Jan",30.1,2019
5,"Jan",6.3,2019
6,"Jan",20,2019
7,"Jan",27.2,2019
8,"Jan",18.3,2019
9,"Jan",32.5,2019
10,"Jan",24.5,2019
11,"Jan",12.8,2019
12,"Jan",6.7,2019
13,"Jan",27,2019
14,"Jan",25.7,2019
15,"Jan",21.7,2019
16,"Jan",26.5,2019
17,"Jan",20.2,2019
18,"Jan",26.4,2019
19,"Jan",20.7,2019
20,"Jan",20.6,2019
21,"Jan",25.6,2019
22,"Jan",23.6,2019
23,"Jan",15.5,2019
24,"Jan",25.6,2019
25,"Jan",14.8,2019
26,"Jan",28.5,2019
27,"Jan",37.5,2019
28,"Jan",28.8,2019
29,"Jan",24.6,2019
30,"Jan",25.8,2019
31,"Jan",11.8,2019
1,"Feb",25.7,2019
2,"Feb",28.6,2019
3,"Feb",11.3,2019
4,"Feb",12.8,2019
5,"Feb",23.7,2019
6,"Feb",12.3,2019
7,"Feb",9,2019
8,"Feb",22.8,2019
9,"Feb",38.8,2019
10,"Feb",41.6,2019
11,"Feb",27.3,2019
12,"Feb",23.7,2019
13,"Feb",14.7,2019
14,"Feb",28.8,2019
15,"Feb",24.9,2019
16,"Feb",17.7,2019
17,"Feb",43.5,2019
18,"Feb",35.3,2019
19,"Feb",21.9,2019
20,"Feb",14,2019
21,"Feb",17.6,2019
22,"Feb",18.4,2019
23,"Feb",36.5,2019
24,"Feb",17.9,2019
25,"Feb",20,2019
26,"Feb",34.4,2019
27,"Feb",20.2,2019
28,"Feb",12.7,2019
1,"Mar",30.6,2019
2,"Mar",23.3,2019
3,"Mar",8,2019
4,"Mar",26.1,2019
5,"Mar",22.7,2019
6,"Mar",24.5,2019
7,"Mar",39.5,2019
8,"Mar",46,2019
9,"Mar",25,2019
10,"Mar",17.3,2019
11,"Mar",17,2019
12,"Mar",21,2019
13,"Mar",30.2,2019
14,"Mar",32.4,2019
15,"Mar",25.1,2019
16,"Mar",35,2019
17,"Mar",34.1,2019
18,"Mar",20.1,2019
19,"Mar",9,2019
20,"Mar",14.3,2019
21,"Mar",7.6,2019
22,"Mar",13.8,2019
23,"Mar",39.6,2019
24,"Mar",44.9,2019
25,"Mar",19.1,2019
26,"Mar",26.4,2019
27,"Mar",22.8,2019
28,"Mar",7.4,2019
29,"Mar",14.2,2019
30,"Mar",20,2019
31,"Mar",44.3,2019
1,"Apr",45.3,2019
2,"Apr",35.4,2019
3,"Apr",23.3,2019
4,"Apr",29.2,2019
5,"Apr",13.7,2019
6,"Apr",13.1,2019
7,"Apr",12,2019
8,"Apr",13.8,2019
9,"Apr",17.1,2019
10,"Apr",16.7,2019
12,"Apr",43,2019
13,"Apr",38.5,2019
14,"Apr",25.7,2019
15,"Apr",41.7,2019
16,"Apr",24.2,2019
17,"Apr",9.3,2019
18,"Apr",18.2,2019
19,"Apr",18,2019
20,"Apr",14.3,2019
21,"Apr",7.4,2019
22,"Apr",10,2019
23,"Apr",13.4,2019
24,"Apr",16.9,2019
25,"Apr",18.6,2019
26,"Apr",13.4,2019
27,"Apr",39.5,2019
28,"Apr",31,2019
29,"Apr",12.7,2019
30,"Apr",17.3,2019
1,"May",17.4,2019
2,"May",36.7,2019
3,"May",36.5,2019
4,"May",43.3,2019
5,"May",40,2019
6,"May",42,2019
7,"May",49.5,2019
8,"May",42,2019
9,"May",19.9,2019
10,"May",12.9,2019
11,"May",15,2019
12,"May",21.8,2019
13,"May",19.1,2019
14,"May",8,2019
15,"May",8.5,2019
16,"May",30.3,2019
17,"May",29,2019
18,"May",26.6,2019
19,"May",25.1,2019
20,"May",14.4,2019
21,"May",33.9,2019
22,"May",17.2,2019
23,"May",25.9,2019
24,"May",37.4,2019
25,"May",24.1,2019
26,"May",12.4,2019
27,"May",10.3,2019
28,"May",10.3,2019
29,"May",41.5,2019
30,"May",37.1,2019
31,"May",13.7,2019
1,"Jun",18.9,2019
2,"Jun",20.3,2019
3,"Jun",24.2,2019
4,"Jun",17,2019
5,"Jun",14.5,2019
6,"Jun",17.8,2019
7,"Jun",21,2019
8,"Jun",24.7,2019
9,"Jun",35.6,2019
10,"Jun",29.5,2019
11,"Jun",11.8,2019
12,"Jun",17.3,2019
21,"Jun",30,2019
22,"Jun",31.6,2019
23,"Jun",30.4,2019
24,"Jun",27.5,2019
25,"Jun",9.4,2019
26,"Jun",12.9,2019
27,"Jun",17.2,2019
28,"Jun",19.7,2019
29,"Jun",21.6,2019
30,"Jun",11.7,2019
1,"Jul",27.7,2019
2,"Jul",32.7,2019
3,"Jul",19.4,2019
4,"Jul",28.9,2019
5,"Jul",31.4,2019
6,"Jul",31.2,2019
7,"Jul",30.9,2019
8,"Jul",31.1,2019
9,"Jul",38.2,2019
10,"Jul",30,2019
11,"Jul",15.1,2019
12,"Jul",29.4,2019
13,"Jul",35.5,2019
14,"Jul",29.9,2019
15,"Jul",11.5,2019
16,"Jul",9.8,2019
17,"Jul",14.2,2019
18,"Jul",14,2019
19,"Jul",24.2,2019
20,"Jul",21.4,2019
21,"Jul",10.8,2019
22,"Jul",8.8,2019
23,"Jul",12.3,2019
24,"Jul",13.8,2019
25,"Jul",17.6,2019
26,"Jul",17.9,2019
27,"Jul",19,2019
28,"Jul",11,2019
29,"Jul",27,2019
30,"Jul",46.5,2019
31,"Jul",59.9,2019
1,"Aug",48,2019
2,"Aug",35.1,2019
3,"Aug",27.8,2019
4,"Aug",20.8,2019
5,"Aug",12.8,2019
6,"Aug",12.5,2019
7,"Aug",15.3,2019
8,"Aug",17,2019
9,"Aug",26.6,2019
10,"Aug",40.3,2019
