"Day","Month","Rainfall","Year"
1,"Dec",3.1,2014
2,"Dec",4.5,2014
3,"Dec",1.7,2014
4,"Dec",5.4,2014
5,"Dec",0.5,2014
6,"Dec",0.01,2014
7,"Dec",0.1,2014
8,"Dec",0.1,2014
9,"Dec",0,2014
10,"Dec",2.1,2014
11,"Dec",0.01,2014
12,"Dec",0,2014
13,"Dec",0,2014
14,"Dec",0,2014
15,"Dec",0,2014
16,"Dec",0,2014
17,"Dec",0,2014
18,"Dec",0.1,2014
19,"Dec",14.3,2014
20,"Dec",0.2,2014
21,"Dec",0,2014
22,"Dec",0,2014
23,"Dec",0.01,2014
24,"Dec",0,2014
25,"Dec",6.7,2014
26,"Dec",2.2,2014
27,"Dec",0.5,2014
28,"Dec",3.2,2014
29,"Dec",0,2014
30,"Dec",0,2014
31,"Dec",0,2014
1,"Jan",0,2015
2,"Jan",0,2015
3,"Jan",0,2015
4,"Jan",0,2015
5,"Jan",0,2015
6,"Jan",0,2015
7,"Jan",0.1,2015
8,"Jan",0,2015
9,"Jan",0,2015
10,"Jan",0,2015
11,"Jan",0.01,2015
12,"Jan",14.9,2015
13,"Jan",25.8,2015
14,"Jan",0,2015
15,"Jan",0,2015
16,"Jan",0,2015
17,"Jan",0,2015
18,"Jan",0,2015
19,"Jan",0,2015
20,"Jan",0,2015
21,"Jan",0.01,2015
22,"Jan",0,2015
23,"Jan",0,2015
24,"Jan",0.9,2015
25,"Jan",0.01,2015
26,"Jan",0,2015
27,"Jan",0,2015
28,"Jan",0.01,2015
29,"Jan",0.01,2015
30,"Jan",0,2015
31,"Jan",0.01,2015
1,"Feb",0.01,2015
2,"Feb",0,2015
3,"Feb",0,2015
4,"Feb",0,2015
5,"Feb",0.01,2015
6,"Feb",0.3,2015
7,"Feb",0,2015
8,"Feb",0,2015
9,"Feb",0,2015
10,"Feb",0,2015
11,"Feb",0,2015
12,"Feb",0,2015
13,"Feb",0,2015
14,"Feb",0,2015
15,"Feb",3.3,2015
16,"Feb",0,2015
17,"Feb",0.01,2015
18,"Feb",0.01,2015
19,"Feb",0.01,2015
20,"Feb",0.01,2015
21,"Feb",0.2,2015
22,"Feb",15.6,2015
23,"Feb",10.2,2015
24,"Feb",0.01,2015
25,"Feb",0.8,2015
26,"Feb",0,2015
27,"Feb",1.2,2015
28,"Feb",0.4,2015
1,"Mar",0.01,2015
2,"Mar",0.01,2015
3,"Mar",0.2,2015
4,"Mar",0.2,2015
5,"Mar",4.8,2015
6,"Mar",0.1,2015
7,"Mar",0.2,2015
8,"Mar",0.01,2015
9,"Mar",0.01,2015
10,"Mar",0.01,2015
11,"Mar",0.3,2015
12,"Mar",3.7,2015
13,"Mar",0,2015
14,"Mar",0.01,2015
15,"Mar",0,2015
16,"Mar",0.01,2015
17,"Mar",0,2015
18,"Mar",0,2015
19,"Mar",0,2015
20,"Mar",0,2015
21,"Mar",0,2015
22,"Mar",0.1,2015
23,"Mar",0.01,2015
24,"Mar",0,2015
25,"Mar",0.01,2015
26,"Mar",4.2,2015
27,"Mar",14.6,2015
28,"Mar",0,2015
29,"Mar",0,2015
30,"Mar",0,2015
31,"Mar",0.01,2015
1,"Apr",0,2015
2,"Apr",0,2015
3,"Apr",0.01,2015
4,"Apr",0,2015
5,"Apr",0,2015
6,"Apr",0.01,2015
7,"Apr",0.1,2015
8,"Apr",10,2015
9,"Apr",1.3,2015
10,"Apr",0.7,2015
11,"Apr",52,2015
12,"Apr",0.2,2015
13,"Apr",0,2015
14,"Apr",0,2015
15,"Apr",0,2015
16,"Apr",0,2015
17,"Apr",0,2015
18,"Apr",0.01,2015
19,"Apr",0.01,2015
20,"Apr",0.2,2015
21,"Apr",0.01,2015
22,"Apr",0.01,2015
23,"Apr",0.01,2015
24,"Apr",0,2015
25,"Apr",0,2015
26,"Apr",0,2015
27,"Apr",0,2015
28,"Apr",0,2015
29,"Apr",0,2015
30,"Apr",0,2015
1,"May",0.5,2015
2,"May",0.01,2015
3,"May",0.01,2015
4,"May",0.01,2015
5,"May",3.9,2015
6,"May",0.6,2015
7,"May",0.3,2015
8,"May",0,2015
9,"May",7.3,2015
10,"May",20.1,2015
11,"May",51,2015
12,"May",0,2015
13,"May",0,2015
14,"May",0.01,2015
15,"May",0,2015
16,"May",18.4,2015
17,"May",5.7,2015
18,"May",0.9,2015
19,"May",1.2,2015
20,"May",107.7,2015
21,"May",12.6,2015
22,"May",0.7,2015
23,"May",169.4,2015
24,"May",8.2,2015
25,"May",29.4,2015
26,"May",64.6,2015
27,"May",0.2,2015
28,"May",1.4,2015
29,"May",0,2015
30,"May",7,2015
31,"May",1.9,2015
1,"Jun",10.6,2015
2,"Jun",5.4,2015
3,"Jun",0.01,2015
4,"Jun",0,2015
5,"Jun",0,2015
6,"Jun",0.8,2015
7,"Jun",0.01,2015
8,"Jun",1.6,2015
9,"Jun",0.01,2015
10,"Jun",8.1,2015
11,"Jun",0.8,2015
12,"Jun",96.8,2015
13,"Jun",0.4,2015
14,"Jun",1.5,2015
15,"Jun",5.2,2015
16,"Jun",0,2015
17,"Jun",0,2015
18,"Jun",0,2015
19,"Jun",0.01,2015
20,"Jun",0,2015
21,"Jun",51,2015
22,"Jun",18.1,2015
23,"Jun",51.3,2015
24,"Jun",9.7,2015
25,"Jun",28.5,2015
26,"Jun",10.4,2015
27,"Jun",0,2015
28,"Jun",1.9,2015
29,"Jun",0.01,2015
30,"Jun",0.01,2015
1,"Jul",0,2015
2,"Jul",0.01,2015
3,"Jul",0,2015
4,"Jul",0,2015
5,"Jul",0,2015
6,"Jul",0.01,2015
7,"Jul",0,2015
8,"Jul",0,2015
9,"Jul",2,2015
10,"Jul",24.3,2015
11,"Jul",0,2015
12,"Jul",0,2015
13,"Jul",0,2015
14,"Jul",0,2015
15,"Jul",0.01,2015
16,"Jul",0.01,2015
17,"Jul",1.2,2015
18,"Jul",0.2,2015
19,"Jul",0.01,2015
20,"Jul",46.2,2015
21,"Jul",51.2,2015
22,"Jul",191.3,2015
23,"Jul",45,2015
24,"Jul",5.7,2015
25,"Jul",9.6,2015
26,"Jul",24.9,2015
27,"Jul",0.3,2015
28,"Jul",0.01,2015
29,"Jul",3.7,2015
30,"Jul",0.6,2015
31,"Jul",0,2015
1,"Aug",0,2015
2,"Aug",0,2015
3,"Aug",0,2015
4,"Aug",0,2015
5,"Aug",0,2015
6,"Aug",0,2015
7,"Aug",0,2015
8,"Aug",0,2015
9,"Aug",11.6,2015
10,"Aug",23.5,2015
11,"Aug",16.8,2015
12,"Aug",0.01,2015
13,"Aug",27.5,2015
14,"Aug",18.9,2015
15,"Aug",24.6,2015
16,"Aug",0.1,2015
17,"Aug",0.01,2015
18,"Aug",0.01,2015
19,"Aug",0,2015
20,"Aug",6.1,2015
21,"Aug",0,2015
22,"Aug",0.01,2015
23,"Aug",3.4,2015
24,"Aug",0,2015
25,"Aug",0,2015
26,"Aug",0.2,2015
27,"Aug",0,2015
28,"Aug",0.01,2015
29,"Aug",0.9,2015
30,"Aug",9.7,2015
31,"Aug",0.01,2015
1,"Sep",5.3,2015
2,"Sep",39,2015
3,"Sep",0.2,2015
4,"Sep",0,2015
5,"Sep",0,2015
6,"Sep",0,2015
7,"Sep",7.3,2015
8,"Sep",0,2015
9,"Sep",0.01,2015
10,"Sep",0,2015
11,"Sep",0.01,2015
12,"Sep",0.01,2015
13,"Sep",0,2015
14,"Sep",0,2015
15,"Sep",0,2015
16,"Sep",1.5,2015
17,"Sep",0.01,2015
18,"Sep",0.01,2015
19,"Sep",0,2015
20,"Sep",0.01,2015
21,"Sep",16.9,2015
22,"Sep",2.9,2015
23,"Sep",0.01,2015
24,"Sep",0,2015
25,"Sep",0,2015
26,"Sep",10.2,2015
27,"Sep",4.6,2015
28,"Sep",0,2015
29,"Sep",0,2015
30,"Sep",0.01,2015
1,"Oct",0.3,2015
2,"Oct",7,2015
3,"Oct",46.4,2015
4,"Oct",38.1,2015
5,"Oct",15.6,2015
6,"Oct",50.7,2015
7,"Oct",5.8,2015
8,"Oct",0,2015
9,"Oct",0.01,2015
10,"Oct",1,2015
11,"Oct",2,2015
12,"Oct",0.01,2015
13,"Oct",0.01,2015
14,"Oct",0,2015
15,"Oct",0,2015
16,"Oct",0,2015
17,"Oct",0,2015
18,"Oct",0,2015
19,"Oct",0,2015
20,"Oct",0,2015
21,"Oct",0.01,2015
22,"Oct",0,2015
23,"Oct",0,2015
24,"Oct",0.01,2015
25,"Oct",0.2,2015
26,"Oct",0.7,2015
27,"Oct",0,2015
28,"Oct",0.01,2015
29,"Oct",0.01,2015
30,"Oct",0,2015
31,"Oct",0.5,2015
1,"Nov",0,2015
2,"Nov",0.01,2015
3,"Nov",0.01,2015
4,"Nov",0.01,2015
5,"Nov",0.01,2015
6,"Nov",0.01,2015
7,"Nov",0.3,2015
8,"Nov",0.01,2015
9,"Nov",0.01,2015
10,"Nov",0.3,2015
11,"Nov",1.1,2015
12,"Nov",0.3,2015
13,"Nov",10.4,2015
14,"Nov",0.01,2015
15,"Nov",6.5,2015
16,"Nov",3.9,2015
17,"Nov",0,2015
18,"Nov",0,2015
19,"Nov",0.01,2015
20,"Nov",0.01,2015
21,"Nov",0,2015
22,"Nov",0.01,2015
23,"Nov",0,2015
24,"Nov",0.01,2015
25,"Nov",0,2015
26,"Nov",0,2015
27,"Nov",0,2015
28,"Nov",0,2015
29,"Nov",0,2015
30,"Nov",0.01,2015
1,"Dec",0,2015
2,"Dec",0.01,2015
3,"Dec",0.01,2015
4,"Dec",0.01,2015
5,"Dec",15.7,2015
6,"Dec",1,2015
7,"Dec",0,2015
8,"Dec",0.7,2015
9,"Dec",44.6,2015
10,"Dec",0.01,2015
11,"Dec",0,2015
12,"Dec",0,2015
13,"Dec",0.01,2015
14,"Dec",0.01,2015
15,"Dec",0.01,2015
16,"Dec",0,2015
17,"Dec",0,2015
18,"Dec",0,2015
19,"Dec",0,2015
20,"Dec",0.7,2015
21,"Dec",0.01,2015
22,"Dec",0.6,2015
23,"Dec",0.01,2015
24,"Dec",0.01,2015
25,"Dec",0.2,2015
26,"Dec",0,2015
27,"Dec",0.4,2015
28,"Dec",0.01,2015
29,"Dec",0.01,2015
30,"Dec",0.4,2015
31,"Dec",0.01,2015
1,"Jan",0.01,2016
2,"Jan",0.3,2016
3,"Jan",5.6,2016
4,"Jan",0.01,2016
5,"Jan",46.7,2016
6,"Jan",0.01,2016
7,"Jan",0,2016
8,"Jan",0,2016
9,"Jan",0,2016
10,"Jan",6.9,2016
11,"Jan",30.7,2016
12,"Jan",0,2016
13,"Jan",0,2016
14,"Jan",1.1,2016
15,"Jan",38.8,2016
16,"Jan",12.3,2016
17,"Jan",24.6,2016
18,"Jan",0,2016
19,"Jan",0,2016
20,"Jan",3.3,2016
21,"Jan",0.1,2016
22,"Jan",12.9,2016
23,"Jan",0.5,2016
24,"Jan",4,2016
25,"Jan",0,2016
26,"Jan",0.01,2016
27,"Jan",3.5,2016
28,"Jan",42.5,2016
29,"Jan",32.8,2016
30,"Jan",0,2016
31,"Jan",0.3,2016
1,"Feb",11.3,2016
2,"Feb",0.01,2016
3,"Feb",0.01,2016
4,"Feb",0,2016
5,"Feb",0,2016
6,"Feb",0,2016
7,"Feb",0,2016
8,"Feb",0,2016
9,"Feb",0,2016
10,"Feb",0.2,2016
11,"Feb",0.01,2016
12,"Feb",0.1,2016
13,"Feb",0,2016
14,"Feb",0.01,2016
15,"Feb",0.3,2016
16,"Feb",0,2016
17,"Feb",1.7,2016
18,"Feb",3.4,2016
19,"Feb",4.4,2016
20,"Feb",2.4,2016
21,"Feb",0.01,2016
22,"Feb",0.5,2016
23,"Feb",0.5,2016
24,"Feb",0.01,2016
25,"Feb",0,2016
26,"Feb",0.01,2016
27,"Feb",0.01,2016
28,"Feb",0,2016
29,"Feb",0,2016
1,"Mar",0,2016
2,"Mar",0,2016
3,"Mar",0,2016
4,"Mar",0,2016
5,"Mar",0.01,2016
6,"Mar",0,2016
7,"Mar",0.2,2016
8,"Mar",0,2016
9,"Mar",15.5,2016
10,"Mar",16.8,2016
11,"Mar",0.1,2016
12,"Mar",0.1,2016
13,"Mar",6.8,2016
14,"Mar",0.8,2016
15,"Mar",0.01,2016
16,"Mar",1.1,2016
17,"Mar",2.2,2016
18,"Mar",0.01,2016
19,"Mar",0.01,2016
20,"Mar",0.3,2016
21,"Mar",59.6,2016
22,"Mar",1.7,2016
23,"Mar",8.7,2016
24,"Mar",33.4,2016
25,"Mar",1.4,2016
26,"Mar",0,2016
27,"Mar",0,2016
28,"Mar",0,2016
29,"Mar",0.01,2016
30,"Mar",0.01,2016
31,"Mar",0,2016
1,"Apr",0,2016
2,"Apr",0.01,2016
3,"Apr",0,2016
4,"Apr",4.3,2016
5,"Apr",0.01,2016
6,"Apr",0,2016
7,"Apr",0,2016
8,"Apr",0.01,2016
9,"Apr",0.01,2016
10,"Apr",22.1,2016
11,"Apr",0.4,2016
12,"Apr",11.4,2016
13,"Apr",76.4,2016
14,"Apr",0.7,2016
15,"Apr",3.4,2016
16,"Apr",0.01,2016
17,"Apr",0.01,2016
18,"Apr",23.7,2016
19,"Apr",0.01,2016
20,"Apr",0.01,2016
21,"Apr",0.01,2016
22,"Apr",8.3,2016
23,"Apr",2.8,2016
24,"Apr",41.4,2016
25,"Apr",12.4,2016
26,"Apr",0.01,2016
27,"Apr",0.9,2016
28,"Apr",1.7,2016
29,"Apr",0.01,2016
30,"Apr",1.5,2016
1,"May",3.1,2016
2,"May",0.3,2016
3,"May",30.7,2016
4,"May",0.01,2016
5,"May",0,2016
6,"May",0,2016
7,"May",0,2016
8,"May",0,2016
9,"May",0,2016
10,"May",60.3,2016
11,"May",0,2016
12,"May",0.01,2016
13,"May",0.01,2016
14,"May",4.7,2016
15,"May",1,2016
16,"May",0.3,2016
17,"May",1.2,2016
18,"May",0,2016
19,"May",0.01,2016
20,"May",16.1,2016
21,"May",37.6,2016
22,"May",0,2016
23,"May",0.01,2016
24,"May",0.01,2016
25,"May",0.01,2016
26,"May",0.1,2016
27,"May",14.4,2016
28,"May",62.9,2016
29,"May",0.8,2016
30,"May",0.1,2016
31,"May",0,2016
1,"Jun",0,2016
2,"Jun",0,2016
3,"Jun",0.01,2016
4,"Jun",12.4,2016
5,"Jun",7.6,2016
6,"Jun",77.6,2016
7,"Jun",0.4,2016
8,"Jun",46.5,2016
9,"Jun",0.01,2016
10,"Jun",9.1,2016
11,"Jun",85.5,2016
12,"Jun",28.2,2016
13,"Jun",0.1,2016
14,"Jun",0.01,2016
15,"Jun",0.6,2016
16,"Jun",2.8,2016
17,"Jun",2.5,2016
18,"Jun",13.1,2016
19,"Jun",0,2016
20,"Jun",0.01,2016
21,"Jun",0,2016
22,"Jun",0,2016
23,"Jun",0,2016
24,"Jun",0,2016
25,"Jun",0,2016
26,"Jun",0.01,2016
27,"Jun",1.7,2016
28,"Jun",37.1,2016
29,"Jun",20.4,2016
30,"Jun",1.8,2016
1,"Jul",3.4,2016
2,"Jul",20.8,2016
3,"Jul",2.7,2016
4,"Jul",3.8,2016
5,"Jul",9.8,2016
6,"Jul",33.6,2016
7,"Jul",0.01,2016
8,"Jul",0,2016
9,"Jul",10.3,2016
10,"Jul",1.7,2016
11,"Jul",11.7,2016
12,"Jul",0.1,2016
13,"Jul",35.2,2016
14,"Jul",10.2,2016
15,"Jul",1,2016
16,"Jul",0.3,2016
17,"Jul",0,2016
18,"Jul",0.6,2016
19,"Jul",4.4,2016
20,"Jul",16.8,2016
21,"Jul",0.3,2016
22,"Jul",0,2016
23,"Jul",0,2016
24,"Jul",0,2016
25,"Jul",0,2016
26,"Jul",8,2016
27,"Jul",0.01,2016
28,"Jul",0,2016
29,"Jul",0,2016
30,"Jul",0.01,2016
31,"Jul",1.2,2016
1,"Aug",4.6,2016
2,"Aug",121,2016
3,"Aug",17.3,2016
4,"Aug",20.9,2016
5,"Aug",0.01,2016
6,"Aug",0,2016
7,"Aug",0,2016
8,"Aug",0,2016
9,"Aug",33.5,2016
10,"Aug",39.8,2016
11,"Aug",42.1,2016
12,"Aug",0.4,2016
13,"Aug",0.01,2016
14,"Aug",25.7,2016
15,"Aug",19.1,2016
16,"Aug",49.9,2016
17,"Aug",40.9,2016
18,"Aug",50.9,2016
19,"Aug",10.5,2016
20,"Aug",3.8,2016
21,"Aug",39.9,2016
22,"Aug",0,2016
23,"Aug",0,2016
24,"Aug",0,2016
25,"Aug",0,2016
26,"Aug",0,2016
27,"Aug",3.5,2016
28,"Aug",8.7,2016
29,"Aug",0.01,2016
30,"Aug",0,2016
31,"Aug",0.2,2016
1,"Sep",68.9,2016
2,"Sep",6.1,2016
3,"Sep",7,2016
4,"Sep",0.01,2016
5,"Sep",75.3,2016
6,"Sep",10.8,2016
7,"Sep",20.4,2016
8,"Sep",2.8,2016
9,"Sep",16.3,2016
10,"Sep",53.2,2016
11,"Sep",6.6,2016
12,"Sep",0,2016
13,"Sep",8.5,2016
14,"Sep",0,2016
15,"Sep",0.7,2016
16,"Sep",0,2016
17,"Sep",0,2016
18,"Sep",0.01,2016
19,"Sep",3.8,2016
20,"Sep",39.6,2016
21,"Sep",2.4,2016
22,"Sep",0,2016
23,"Sep",0.01,2016
24,"Sep",0.01,2016
25,"Sep",0,2016
26,"Sep",0.01,2016
27,"Sep",0,2016
28,"Sep",0,2016
29,"Sep",0.7,2016
30,"Sep",0,2016
1,"Oct",95.5,2016
2,"Oct",0.01,2016
3,"Oct",0.2,2016
4,"Oct",0,2016
5,"Oct",0.01,2016
6,"Oct",16.7,2016
7,"Oct",17.3,2016
8,"Oct",0.01,2016
9,"Oct",0,2016
10,"Oct",0,2016
11,"Oct",0.1,2016
12,"Oct",0.9,2016
13,"Oct",0.01,2016
14,"Oct",0.01,2016
15,"Oct",0,2016
16,"Oct",0,2016
17,"Oct",16.7,2016
18,"Oct",178.7,2016
19,"Oct",223.4,2016
20,"Oct",0,2016
21,"Oct",72.5,2016
22,"Oct",1.9,2016
23,"Oct",0,2016
24,"Oct",0.01,2016
25,"Oct",0.01,2016
26,"Oct",0,2016
27,"Oct",0,2016
28,"Oct",0,2016
29,"Oct",0.5,2016
30,"Oct",0,2016
31,"Oct",0,2016
1,"Nov",0,2016
2,"Nov",0,2016
3,"Nov",0,2016
4,"Nov",0,2016
5,"Nov",0,2016
6,"Nov",0,2016
7,"Nov",0,2016
8,"Nov",4.8,2016
9,"Nov",1.3,2016
10,"Nov",1.9,2016
11,"Nov",0.01,2016
12,"Nov",0.2,2016
13,"Nov",0,2016
14,"Nov",0,2016
15,"Nov",0.01,2016
16,"Nov",0.01,2016
17,"Nov",0.01,2016
18,"Nov",0.01,2016
19,"Nov",1.4,2016
20,"Nov",0.01,2016
21,"Nov",0.3,2016
22,"Nov",36.5,2016
23,"Nov",25.9,2016
24,"Nov",0.01,2016
25,"Nov",0.1,2016
26,"Nov",50.3,2016
27,"Nov",8.6,2016
28,"Nov",0,2016
29,"Nov",0,2016
30,"Nov",0,2016
1,"Dec",0,2016
2,"Dec",0,2016
3,"Dec",0,2016
4,"Dec",0.01,2016
5,"Dec",0,2016
6,"Dec",0.01,2016
7,"Dec",0.01,2016
8,"Dec",0,2016
9,"Dec",0,2016
10,"Dec",0,2016
11,"Dec",0.01,2016
12,"Dec",0.01,2016
13,"Dec",0.01,2016
14,"Dec",0.01,2016
15,"Dec",0,2016
16,"Dec",0,2016
17,"Dec",0,2016
18,"Dec",0,2016
19,"Dec",0,2016
20,"Dec",0,2016
21,"Dec",2.8,2016
22,"Dec",0.1,2016
23,"Dec",0.01,2016
24,"Dec",3.7,2016
25,"Dec",0.01,2016
26,"Dec",0,2016
27,"Dec",0,2016
28,"Dec",0,2016
29,"Dec",0,2016
30,"Dec",0,2016
31,"Dec",0,2016
1,"Jan",0,2017
2,"Jan",0,2017
3,"Jan",0,2017
4,"Jan",0,2017
5,"Jan",0,2017
6,"Jan",0,2017
7,"Jan",0,2017
8,"Jan",0,2017
9,"Jan",0,2017
10,"Jan",0,2017
11,"Jan",0,2017
12,"Jan",0.01,2017
13,"Jan",0.5,2017
14,"Jan",1,2017
15,"Jan",1.5,2017
16,"Jan",0.4,2017
17,"Jan",0,2017
18,"Jan",0.01,2017
19,"Jan",0,2017
20,"Jan",0.01,2017
21,"Jan",0,2017
22,"Jan",0,2017
23,"Jan",0,2017
24,"Jan",0,2017
25,"Jan",0,2017
26,"Jan",0,2017
27,"Jan",0,2017
28,"Jan",0.3,2017
29,"Jan",2.4,2017
30,"Jan",1.2,2017
31,"Jan",0.5,2017
1,"Feb",0.01,2017
2,"Feb",0.01,2017
3,"Feb",0,2017
4,"Feb",1.6,2017
5,"Feb",3.3,2017
6,"Feb",0.01,2017
7,"Feb",0,2017
8,"Feb",0.01,2017
9,"Feb",0.01,2017
10,"Feb",0,2017
11,"Feb",0,2017
12,"Feb",0,2017
13,"Feb",0,2017
14,"Feb",0,2017
15,"Feb",0,2017
16,"Feb",0,2017
17,"Feb",0,2017
18,"Feb",0,2017
19,"Feb",0.3,2017
20,"Feb",0.01,2017
21,"Feb",4.6,2017
22,"Feb",8,2017
23,"Feb",0.01,2017
24,"Feb",0.01,2017
25,"Feb",0.7,2017
26,"Feb",1.4,2017
27,"Feb",0,2017
28,"Feb",0,2017
1,"Mar",0,2017
2,"Mar",0,2017
3,"Mar",0,2017
4,"Mar",0,2017
5,"Mar",0,2017
6,"Mar",0.01,2017
7,"Mar",0.01,2017
8,"Mar",2.8,2017
9,"Mar",0.01,2017
10,"Mar",0.01,2017
11,"Mar",0.01,2017
12,"Mar",1,2017
13,"Mar",0,2017
14,"Mar",8.5,2017
15,"Mar",0.01,2017
16,"Mar",0.01,2017
17,"Mar",0.01,2017
18,"Mar",0.3,2017
19,"Mar",10.7,2017
20,"Mar",0.01,2017
21,"Mar",0.6,2017
22,"Mar",0.9,2017
23,"Mar",0,2017
24,"Mar",0.01,2017
25,"Mar",0.01,2017
26,"Mar",1,2017
27,"Mar",0,2017
28,"Mar",0,2017
29,"Mar",0.3,2017
30,"Mar",0.01,2017
31,"Mar",21.9,2017
1,"Apr",0.2,2017
2,"Apr",0,2017
3,"Apr",0,2017
4,"Apr",0,2017
5,"Apr",0,2017
6,"Apr",0.3,2017
7,"Apr",0,2017
8,"Apr",0,2017
9,"Apr",0,2017
10,"Apr",0.01,2017
11,"Apr",0.6,2017
12,"Apr",21.5,2017
13,"Apr",0.01,2017
14,"Apr",0,2017
15,"Apr",0,2017
16,"Apr",0.01,2017
17,"Apr",0.01,2017
18,"Apr",0,2017
19,"Apr",0,2017
20,"Apr",3.1,2017
21,"Apr",7.8,2017
22,"Apr",6.6,2017
23,"Apr",1.4,2017
24,"Apr",0.01,2017
25,"Apr",10.9,2017
26,"Apr",2.9,2017
27,"Apr",3.5,2017
28,"Apr",0,2017
29,"Apr",0,2017
30,"Apr",0,2017
1,"May",0,2017
2,"May",0,2017
3,"May",0.01,2017
4,"May",42.5,2017
5,"May",0,2017
6,"May",0.01,2017
7,"May",1.8,2017
8,"May",9.2,2017
9,"May",10.8,2017
10,"May",0,2017
11,"May",0,2017
12,"May",0.01,2017
13,"May",4.7,2017
14,"May",0.01,2017
15,"May",38.5,2017
16,"May",3,2017
17,"May",0,2017
18,"May",0.1,2017
19,"May",0.7,2017
20,"May",0.3,2017
21,"May",4.4,2017
22,"May",5.6,2017
23,"May",4.1,2017
24,"May",273.6,2017
25,"May",0,2017
26,"May",0,2017
27,"May",0.01,2017
28,"May",0,2017
29,"May",0,2017
30,"May",0.01,2017
31,"May",0,2017
1,"Jun",0.01,2017
2,"Jun",0.01,2017
3,"Jun",0,2017
4,"Jun",0.01,2017
5,"Jun",0.01,2017
6,"Jun",0.01,2017
7,"Jun",4.3,2017
8,"Jun",0,2017
9,"Jun",1.1,2017
10,"Jun",0.01,2017
11,"Jun",0.01,2017
12,"Jun",37.7,2017
13,"Jun",219.4,2017
14,"Jun",15.6,2017
15,"Jun",14.5,2017
16,"Jun",13.5,2017
17,"Jun",138,2017
18,"Jun",24.2,2017
19,"Jun",32.6,2017
20,"Jun",24.8,2017
21,"Jun",95.9,2017
22,"Jun",0.01,2017
23,"Jun",10.5,2017
24,"Jun",18.3,2017
25,"Jun",4.2,2017
26,"Jun",0.1,2017
27,"Jun",1.3,2017
28,"Jun",0,2017
29,"Jun",0,2017
30,"Jun",0,2017
1,"Jul",7.4,2017
2,"Jul",8.8,2017
3,"Jul",8.4,2017
4,"Jul",32.3,2017
5,"Jul",27.5,2017
6,"Jul",16.3,2017
7,"Jul",35.8,2017
8,"Jul",12.8,2017
9,"Jul",1.2,2017
10,"Jul",0.6,2017
11,"Jul",0,2017
12,"Jul",0.01,2017
13,"Jul",0.01,2017
14,"Jul",2.3,2017
15,"Jul",8.8,2017
16,"Jul",21,2017
17,"Jul",184.6,2017
18,"Jul",134.3,2017
19,"Jul",12.6,2017
20,"Jul",2,2017
21,"Jul",0.2,2017
22,"Jul",3.3,2017
23,"Jul",46.5,2017
24,"Jul",3.3,2017
25,"Jul",0.01,2017
26,"Jul",0,2017
27,"Jul",0.01,2017
28,"Jul",0,2017
29,"Jul",0,2017
30,"Jul",0,2017
31,"Jul",0,2017
1,"Aug",5.9,2017
2,"Aug",14.8,2017
3,"Aug",66.7,2017
4,"Aug",19.3,2017
5,"Aug",0.9,2017
6,"Aug",0,2017
7,"Aug",6.9,2017
8,"Aug",1.9,2017
9,"Aug",14.3,2017
10,"Aug",11.1,2017
11,"Aug",3.5,2017
12,"Aug",0,2017
13,"Aug",0,2017
14,"Aug",0.01,2017
15,"Aug",0.2,2017
16,"Aug",0.01,2017
17,"Aug",0,2017
18,"Aug",0,2017
19,"Aug",0,2017
20,"Aug",0,2017
21,"Aug",0,2017
22,"Aug",2,2017
23,"Aug",67.1,2017
24,"Aug",0.01,2017
25,"Aug",0.1,2017
26,"Aug",6.3,2017
27,"Aug",165.3,2017
28,"Aug",98.3,2017
29,"Aug",0,2017
30,"Aug",0.4,2017
31,"Aug",4.1,2017
1,"Sep",6.5,2017
2,"Sep",1,2017
3,"Sep",23.8,2017
4,"Sep",32.8,2017
5,"Sep",6.4,2017
6,"Sep",0.01,2017
7,"Sep",1.8,2017
8,"Sep",1.1,2017
9,"Sep",25.8,2017
10,"Sep",0.01,2017
11,"Sep",0,2017
12,"Sep",0.6,2017
13,"Sep",0,2017
14,"Sep",0,2017
15,"Sep",0.01,2017
16,"Sep",0,2017
17,"Sep",0,2017
18,"Sep",0,2017
19,"Sep",0,2017
20,"Sep",0.2,2017
21,"Sep",0.01,2017
22,"Sep",17.9,2017
23,"Sep",33.4,2017
24,"Sep",5.6,2017
25,"Sep",0.5,2017
26,"Sep",0,2017
27,"Sep",0,2017
28,"Sep",0,2017
29,"Sep",0.01,2017
30,"Sep",35,2017
1,"Oct",6.6,2017
2,"Oct",3.6,2017
3,"Oct",0,2017
4,"Oct",9.5,2017
5,"Oct",0.01,2017
6,"Oct",0.2,2017
7,"Oct",0,2017
8,"Oct",0,2017
9,"Oct",0.01,2017
10,"Oct",0.01,2017
11,"Oct",0.2,2017
12,"Oct",0,2017
13,"Oct",0,2017
14,"Oct",0.4,2017
15,"Oct",20.7,2017
16,"Oct",17.1,2017
17,"Oct",41.3,2017
18,"Oct",0.01,2017
19,"Oct",0,2017
20,"Oct",0,2017
21,"Oct",0,2017
22,"Oct",0,2017
23,"Oct",0,2017
24,"Oct",0,2017
25,"Oct",0.01,2017
26,"Oct",0,2017
27,"Oct",0,2017
28,"Oct",0,2017
29,"Oct",0,2017
30,"Oct",0.01,2017
31,"Oct",0.01,2017
1,"Nov",0,2017
2,"Nov",0,2017
3,"Nov",0,2017
4,"Nov",0.3,2017
5,"Nov",0.01,2017
